"uid","asin","title","stars","reviews","price","category","isBestSeller","boughtInLastMonth"
296660,"B0B3C4MFSY","Split Roller 85L - Cascade Camo, One Size",5,3,255,"Luggage","False",0
296661,"B08HVXTXQB","Edge Lightweight Polycarbonate Travel Case (Black, Medium Travel Case)",4.5,6,595,"Luggage","False",0
296662,"B0B3CLD8TX","Verge Carry On Spinner 30L - Night Tropical, One Size",5,5,175,"Luggage","False",0
296663,"B0CCBP9VM1","Craft Hardside 3-Piece Spinner Luggage Set, Teal, One_Size",0,0,163.01,"Luggage","False",0
296664,"B0BLTNYHRJ","Nickelodeon Paw Patrol Egg Shape Reversed-Curve Handle Durable Lightweight Fully-Lined Colorful Interior with Double Interlocking Straps Kids Luggage",5,2,80.99,"Luggage","False",0
296665,"B0B4Q1FBW2","Lykke 3 Piece Softside 8 Wheel Spinner Set, Black, 3 Pc",0,0,299.82,"Luggage","False",0
296666,"B0C32ZWG25","Garment Bags for Travel, Suit Travel Bag for Men with Shoulder Strap, Foldable Carry on Garment Bag Business Trip - 2 in 1 Hanging Suitcase Luggage Bags for Travel, Grey",4,1,39.99,"Luggage","False",0
296667,"B08GG9HB69","Seville 2.0-5pc Set, Purple",4.7,19,169.99,"Luggage","False",0
296668,"B0C243KW39","Silkfly 4 Pcs Luggage Wheels Replacement Travel Suitcase Caster Wheels Mute Bearing Swivel Wheel with Screw Replacement Left and Right Wheels for Luggage (Small Hole Pitch 1.18""/1.3""/1.54""/1.77"")",3.5,3,22.99,"Luggage","False",0
296669,"B0BJPFFCQQ","Carry-On Luggage,PVCLeather Softside Underseat Carry on Suitcases Travel Duffel Bag with4-rolling Spinner Wheels,Upright Wheeled Carry-On Luggage(BLACK)",4.2,8,149.99,"Luggage","False",0
296670,"B07998XR3Z","Delsey Unisex-Adult's Hand Luggage, Black, S (55cm-45 L)",4.5,195,218.21,"Luggage","False",0
296671,"B0BZYN3RM4","Luggage Cover Protector Suitcase Anti Scratch Dirt Covers, Fits 23""-26"" Luggage Irises in the Garden",4.3,111,15.99,"Luggage","False",0
296672,"B0BT5Q6J2S","Blake Spinner Luggage, Black, 2pc Set",5,3,384.7,"Luggage","False",0
296673,"B07GRJVKNR","Clear Bag Stadium Approved Tote with Handles Double Zippers Adjustable Shoulder Straps Transparent for Men, Women and Kids",4.5,541,9.99,"Luggage","False",50
296674,"B0BFDNH6JT","Carry on Garment Bags for Travel, PU Leather 2 in 1 Garment Duffle Bag for Hanging Clothes, Large Hanging Suit Travel Duffel Bag for Men with Shoes Compartment, Ideal Gift for Christmas | Thanksgiving",4.2,43,39.99,"Luggage","False",0
296675,"B0B4TCPKBW","Dance Bag with Garment Rack – Collapsible Costume Rolling Duffel Bag with Wheels for Competition, Shows, Performances, Travel and More by Kendall Country – 28 inch luggage, Raven Black",4.6,41,219,"Luggage","False",0
296680,"B07DQT1834","Floral Upcycled Canvas & Cowhide Weekender Bag S-1142",4.7,253,54,"Luggage","False",0
296681,"B08J3T2VZP","Pack of 2 Single Row Luggage Wheels Replacement Mute Suitcase Wheels for Suitcase Replacement Parts",3.9,26,21.01,"Luggage","False",0
296682,"B0B3SSSF5B","54"" Garment Bags for Travel Storage,Suit Bags for Men Travel,Gusseted Garment Bags for Hanging Clothes Bags for Travel with Pockets, Wedding Dress Garment Bags for Gowns,Coats,Jackets,Suits,Shirts",4,74,9.99,"Luggage","False",50
296683,"B01N4Q8KJ3","Women's Gown Garment Bag - Wedding Prom Dresses - 72""x24"", 10"" Gusset (Hot Pink and Black Tiara Panel)",4.5,1669,16.89,"Luggage","False",0
296684,"B0B4VGDYF4","Paris Hardside Luggage with Spinner Wheels, Champagne, 3-Piece Set (20/24/28)",4,46,300,"Luggage","False",0
296685,"B0B87VXJQD","Luggage Cover 30 Inch Clear PVC Suitcase Cover Protectors for Wheeled Suitcase (30 Inch)",4.3,30,19.99,"Luggage","False",0
296686,"B09ZNSV7DY","Daylite Tote Daypack, Palm Foliage Print",4.8,376,72.4,"Luggage","False",0
296687,"B0BRNB3F19","UBANT Carry On Garment Bag with Shoes Compartment Vintage Full Grain Leather Travel Weekender Overnight Large Duffel Bag 2 in 1 Hanging Suitcase Suit Travel Bags for Men",5,2,199.99,"Luggage","False",0
296688,"B0B862WTC1","20 Inch Carry On Luggage with Front Zipper Pocket, 45L, Lightweight ABS+PC Hardshell Suitcase with TSA Lock & Spinner Silent Wheels, Convenient for Business Trips, Gray",4.4,61,102.99,"Luggage","False",0
296689,"B0BXP28ZSD","Expandable Softside Luggage Suitcase, Durable 28 Inch Checked Luggage Rolling Travel Suitcase Luggage with Spinner Wheels & TSA Lock(Black)",5,14,179.99,"Luggage","False",0
296690,"B0CC6D1BW4","Replacement Luggage Wheels for Suitcases, Set of 2, TarppedRock Luggage Wheels Replacement Left & Right Spinner Wheels for Suitcase Travel Customs Case (TR44R - 2 Pcs)",0,0,16.99,"Luggage","False",0
296691,"B07DCC2T6Q","S'Cure Hardside Luggage with Spinner Wheels, Aqua Blue, Carry-On 20-Inch",4.5,807,199.99,"Luggage","False",0
296696,"B0C51PN29W","Fifth Avenue Weekender",0,0,112.33,"Luggage","False",0
296697,"B00KB4C20G","Autom Suit/Vestment Travel Bag",4.4,86,0,"Luggage","False",0
296698,"B08412FGKL","Nelson Spinner Suitcase, Dark Teal, Carry-On",5,1,87.95,"Luggage","False",0
296699,"B079Y6VTWK","Photo Lens Changer",4.8,47,45.5,"Luggage","False",0
296700,"B0C4GVTBZM","Jute Beach Tote Bag and Makeup Bag Personalized Birthday Gifts for Women Bridesmaid Gifts",4.2,63,19.99,"Luggage","False",0
296701,"B086YJ1VN5","Kids' Cute Cartoon Pattern Travel Trolley, Multicolor",4.5,5,54.93,"Luggage","False",0
296702,"B0B6LS7W74","Sky Max 2.0 Softside Expandable Luggage with Two Wheels, Black, Carry-on 21 Inch",0,0,139.99,"Luggage","False",0
296703,"B0BRTBYKYZ","Gear Hauler Tote Bag, 50L",2,1,99.99,"Luggage","False",0
296704,"B09477VJ6P","Women's Belle Fashion Lightweight Hardshell Spinner Luggage (Black, Checked-Medium 27-Inch)",4.9,16,395,"Luggage","False",0
296705,"B09N1LT94F","Croco trolly luggage with spinner wheel softside suitcase lightweight checked bag",5,5,159.99,"Luggage","False",0
296706,"B07V7WFCMS","Cozeyat Luggage Cover Dust Proof Suitcase Cover Elastic Luggage Protector Spandex Fits 18-28 Inch for Travel Summer Beach Holiday",4.2,200,19.99,"Luggage","False",0
296707,"B079ZPNVW6","Delsey Unisex-Adult's Suitcase, Peony, Cabine (55 cm-38 L)",3.8,25,311.7,"Luggage","False",0
296712,"B0967Y91WX","Sofft womens Carleigh",4.1,39,145.95,"Luggage","False",0
296713,"B07HYW1BDD","Grand Cowhide Leather Travel Bag S-1124",4.7,242,0,"Luggage","False",0
296714,"B0C8NP8W7R","Women’s Art Tote Bag, Lightweight Weekender, Nylon Travel Handbag, 3D K Pink",4.4,57,62.72,"Luggage","False",0
296715,"B0C9LVSKLH","Renegade_Collection, Seafoam, 20-Inch Carry On",0,0,114.99,"Luggage","False",0
296716,"B0BW9PWD9M","2 Pcs luggage wheels replacement Swivel Wheel Replacement Luggage Travel Suitcase Wheels Plastic Bearings Repair Set for Luggage Kits",3.7,9,9.99,"Luggage","False",50
296717,"B0CF8YC3ZG","Dress Bags for Gowns Long, 65"" Dress Garment Bags for Hanging Clothes, Dress Bags for Closet Storage and Traveling, Foldable Dress Cover",0,0,17.97,"Luggage","False",0
296718,"B000BFHEAS","Enhanced Aviator Kit Bag",4.5,79,58.68,"Luggage","False",0
296719,"B07MH6CSMC","Nurse Bags and Totes for Work - Nursing Bags for Nurses - Clinical Bag for Nursing Students, CNA, RN Tote, Gifts for Women",4.7,1819,27.95,"Luggage","False",0
296720,"B0CHPPPPZC","Best Rubber Beach Bag Tote | Waterproof Tote Bag | X Large Washable Durable Bag | Silicone Sandproof Bag for Boat Pool",0,0,49.99,"Luggage","False",0
296721,"B0C53CSXT4","BEISHIDA 71"" Bridal Wedding Gown Dress Garment Bag with Carry Handle Garment Bag for Dresses Long Dress Bag Travel Garment Storage Bag for Prom,Evening Gowns,Long Dress,White,1pcs",4.5,2,12.99,"Luggage","False",0
296722,"B09QDTS8W8","Unisex's Teagan L Upright, Blue Bleu 2, One Size",3.8,5,302.04,"Luggage","False",0
296723,"B09VTG38KB","Chelsea 29"" Expandable Spinner, Riviera",4.5,42,185.56,"Luggage","False",0
296724,"B0C5XS2R7R","Kids Suitcase Fashion Upgraded Version Baby Sitting on Trolley Tavel Bag Suitcase Carry On Rolling Luggage 20 Inch for Kids (Pink)",0,0,125,"Luggage","False",0
296725,"B09CKW9ZGV","VDESFUEBY 16 Pcs Breast Cancer Awareness Gift Tote Bag Candy Gift Non-woven Bags Reusable for Pink Ribbon Party Supplies",4.8,30,11.99,"Luggage","False",0
296726,"B09XB96NRB","Beach Bag, Waterproof Beach Tote, Rubber XL Tote Bag, Washable and Durable Open Handbag for Boat Pool Sports Gym",4.5,195,69.99,"Luggage","False",0
296727,"B0C7KRNDGY","Luggage Cover Protector Travel Suitcase Covers Protective Skin for Carry On Baggage Fit 29-32 Inch Luggage",5,1,23.95,"Luggage","False",0
296728,"B0BWRBFCLN","Eco Gemma Travel Tote, Black",5,1,100.14,"Luggage","False",0
296729,"B0B14C622D","Nimbus 4.0 Expandable, Durable Hardside, 4 Wheel Spinner, Lightweight Suitcase, Unisex, Stylish, Gray Sandstone, Carry-On 20-Inch",4.6,26,89.99,"Luggage","False",0
296730,"B0CH3511YV","Luggage Set 3-Piece Hardside Expandable Suitcase with TSA Lock Spinner Wheels, Lightweight, Pink, 20/24/28",5,1,134.99,"Luggage","False",0
296731,"B09CD5GXW7","Birthday Gifts for Women 13oz Canvas Tote Bag For Women Who Have Everything Embroidery",4.8,6453,16.99,"Luggage","False",0
296732,"B0B2YPD56C","Wave Hardside Spinner Luggage, Black/Blue, Carry ON",5,3,69.98,"Luggage","False",0
296733,"B0BB7VJ2MN","X Travel - Carry-On Luggage Bag with Spinner Wheels - 21 Inch - Luxury Luggage Bag - Cappuccino",0,0,188,"Luggage","False",0
296734,"B09FNVL2FQ","Travel Suitcase Protector African American Woman Elastic Protective Washable Luggage Cover With Concealed Zipper Suitable For 18-32 Inch 【L (for 25-28 inch luggage)】",4.4,679,22.99,"Luggage","False",0
296735,"B0C24R1S6S","Northbridge 28"" Expandable Hardside Spinner Midnight, 28 Inch",0,0,140.29,"Luggage","False",0
296740,"B0BGXSC9K1","4 Pcs Wedding Dress Garment Bag Protective Breathable Hanging White Clothes Cover 72'' Anti Dust Extra Large Dress Bags for Gowns Long Bridal Evening Suit Coats Storage Travel",3.9,8,22.99,"Luggage","False",0
296741,"B0BTZS6DS7","Legion 21"" Hardside Carry-On 8 Wheel Expandable Spinner, Smoke Blue",4.5,9,106,"Luggage","False",0
296742,"B09V9BKPXH","Citywide 29"" Softside Checked 8 Wheel Spinner, Charcoal",3.9,16,101.8,"Luggage","False",0
296743,"B09H6MG1KL","Cute Children's Luggage Sit and Ride Trolley Case 17-inch Universal Wheel Travel Case for Boys and Girls (Pink color)",4,15,83.98,"Luggage","False",0
296744,"B0BRSCVLCW","Latitude, 22 Inch Travel Soft Side Luggage, Durable Luggage, Suitcases with Wheels, Lightweight Rolling Luggage Carry On, Carry On Luggage 22x14x9 Airline Approved (Teal)",4.3,5,161,"Luggage","False",0
296745,"B07VK55DN9","Cotton Utility Oversized Tote Travel Bag",4.8,98,140,"Luggage","False",0
296746,"B071VMQBKP","Tie-Dye Swirl Rolling Suitcase, Hardside Travel Luggage with Spinner Wheels, 24 Inches, Rainbow",4.5,58,142,"Luggage","False",0
296747,"B07G4SV98J","unisex child Stephen Joseph Gifts Medium Recycled Gift Bag, ZOO, Medium US",4.5,7664,6.22,"Luggage","False",100
296748,"B0BHQCLG1J","Suitcase Cover Luggage Protector Covers Clear Luggage Cover PVC Suitcase Luggage Cover Waterproof Luggage Case Thicken Suitcase Protector Cover (30inch)",4.4,37,16.49,"Luggage","False",0
296749,"B0C51Q5PHQ","Women's Mini Carryall Tote",0,0,71.84,"Luggage","False",0
296750,"B0C5S4788N","Riddock Luggage and Travel Accessories, Black, 14-Piece Set",4.2,6,223.68,"Luggage","False",0
296751,"B0BRMDW6SC","Disney Star Wars The Mandalorian Grogu 21"" Hardside Spinner Suitcase",4,8,99,"Luggage","False",0
296756,"B07MR4Q54K","Replacement Luggage Wheels, 2 Pcs Durable Suitcase Wheels Swivel Luggage Mute Wheel with Screw for Repair Replacement",3.5,177,21.99,"Luggage","False",0
296757,"B0BV21GZZN","GRAND Zipper type Expandable Hardside Luggage, Light-weight, Checked-medium Suitcase, 26 inch, Black Carbon, 5604-59-BKCB",0,0,289,"Luggage","False",0
296758,"B08TP5QPRQ","Recycled Lighten Up Reactive Tote Bag",4.6,377,73.5,"Luggage","False",0
296759,"B0C27R1P1D","Movie Covers Travel Luggage Protector Suitcases Cover for Boys Trunk Case Washable Covers with Zipper Suitable 18-20inch",3.6,9,19.99,"Luggage","False",0
296760,"B0B4QVLV5J","Jupiter 28"" Hardside Checked 8 Wheel Expandable Spinner, Red",5,2,119.99,"Luggage","False",0
296761,"B097Y7772W","Black Fern Weekender Bag Upcycled Canvas, Rug & Leather S-2531",4.6,37,60,"Luggage","False",0
296762,"B0B9HW6F43","Evolving 22"" Hybrid Hardside 8 Wheel Expandable Carry, Black",4.7,4,120.62,"Luggage","False",0
296763,"B0BYSF632P","Carry on Garment Bag for Wrinkle-Free Flight, Durable & Stylish Duffle Bag for Women & Men Travel, 2 in 1 Hanging Suitcase Weekender Bag with Water Resistant, Black (GB-2302)",4.6,4,25.99,"Luggage","False",0
296764,"B0B4S9Z1CR","Small Floral Round Hat Box Vintage Luggage Cosmetic Case (D.18, Cherry Pink)",4.6,18,169.99,"Luggage","False",0
296765,"B0BQKXR1L3","Nelson 2pc Hardside Spinner Luggage, Dark Teal, 2 Piece Set",5,1,160.89,"Luggage","False",0
296766,"B0BGS4RQ8L","Carry on Garment Bag, Waterproof Travel Duffel Bag with Shoe Compartment, Detachable Shoulder Strap, 2 in 1 Suitcase Suit Bags Flight Bag for Men Women Weekender Business Trips (Dark Gray)",3,16,19.97,"Luggage","False",0
296767,"B00ODD5RC6","Tuscany 21"" Expandable Carry-on Spinner, Blue",4.3,246,100.35,"Luggage","False",0
296772,"B01GGTIGOK","New York Rainbow Luggage Collection - Lightweight 28 Inch (ABS+PC) Hardside Suitcase - Durable Large Checked Bag with 8-Rolling Spinner Wheels (28in, Rainbow Lavender)…",3.7,49,99.99,"Luggage","False",0
296773,"B0BHBXWG8M","Harry Potter 29 Inch Rolling Luggage, Hogwarts Express Hardshell Suitcase with Spinner Wheels, Burgundy (FKFL0008-385)",4.1,4,179.99,"Luggage","False",0
296774,"B0C2S4X7PZ","Los Feliz Tall Tote",5,1,179,"Luggage","False",0
296775,"B0C3R7LBKD","Swivel Luggage Wheels Replacement, 360 Swivel Trolley Suitcase Spinner Repair Silent Wheel Left and Right Dual Roller Bearing Caster Replacing Repairing Set Travel Customs Box Case 1 Pair",3,2,10.61,"Luggage","False",50
296776,"B0B5G2QNZV","Cooler Tote (16L insulated bag) - TrueBlue",4.9,26,79,"Luggage","False",0
296777,"B01I69GK1E","Bellagio 2.0 Spinner Trunk - 21 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Olive",4.2,50,665,"Luggage","False",0
296778,"B0C3RW4QRC","Hardside 3-Piece Spinner Luggage Set, Orange, One_Size",4.5,911,159.99,"Luggage","False",0
296779,"B0BSYVWQMN","Spontaneous Small Rolling Luggage Brush Blue C",5,7,229,"Luggage","False",0
296780,"B07KZM5G37","R003 DIY Plastic 20 inch Traveling Luggage Telescopic Handle Replacement Repair Parts Suitcase Aluminium Alloy Pull Out Rod Heavy Loads",3.7,73,28.99,"Luggage","False",0
296781,"B09P35NXKZ","20-inch Aluminum-Magnesium Alloy Carry-on Luggage Hardside Boarding Suitcase, Built-In TSA Lock, Zipperless Fashion with Spinner Wheels for Travel/Business, Light Gold",4.3,67,279.99,"Luggage","False",0
296782,"B085Q4WW2F","Garment Bag Travel Suit Dress Carrier Storage Bag for Travel & Business Trips",4.3,226,27.99,"Luggage","False",0
296783,"B07DP783VD","Tranverz S - Triple Denim",4.8,2971,183.56,"Luggage","False",0
296784,"B0BQRJK622","Sequoia Leather Tote",4.5,13,126.58,"Luggage","False",0
296785,"B0858CD43Y","DUXAA Luggage Protector Suitcase Cover Clear PVC Suitcase Cover Protectors Luggage Cover Waterproof for Wheeled Suitcase Fits Most 20"" 22"" 24"" 26"" 28"" 30"" (28 In)",4,52,9.97,"Luggage","False",50
296786,"B0CD8813VZ","Star Wars Hardside Luggage, Return of The Jedi",0,0,103.31,"Luggage","False",0
296787,"B072QY195N","Women's Stella 21"" Hardside Carry-on Spinner Luggage,Telescoping Handles, Rose Gold, One Size",4.5,294,94.43,"Luggage","False",0
296788,"B08QV8PWTL","Clear Suitcase Cover PVC Protectors 20/24/28 Inch Luggage Cover for Wheeled Suitcase (28''(18.9''L x 12.6''W x 26.4''H))",3.8,305,5.55,"Luggage","False",0
296789,"B09KRPPMKF","3 piece luggage set hardside with spinner wheels clearance，20 24 28 inch suitcase with tsa lock for women travel(black&green)",4,44,158.58,"Luggage","False",0
296790,"B084DWRC54","Dual Opening Wide Trolley Hardside Luggage, Black, Checked-Large 28-Inch",4,27,190.43,"Luggage","False",0
296791,"B0CB5FRZ31","13OZ Canvas Initial Tote Bag with Zipper Pocket Embroidery Monogrammed Personalized Birthday Gifts for Women",4.8,3526,16.99,"Luggage","False",0
296792,"B0CD7W7P4V","Star Wars Hardside Luggage, Storm Trooper Graffiti",5,2,118.45,"Luggage","False",0
296793,"B09SM5952N","Cactus Hardside Luggage with Spinner Wheels, White/Blue, Checked-Medium 24 Inch",4.3,53,199,"Luggage","False",0
296794,"B0B4QYWKPG","Precursor 32"" Softside Checked 8 Wheel Expandable Spinner, Dress Blues",4.4,4,169.99,"Luggage","False",0
296795,"B09P8CDNJ6","Sofft Vaya",4.5,52,114.95,"Luggage","False",0
296800,"B0BG3Q169V","LPack 60"" Dress Bag, Breathable Garment Bags for Storage Hanging Clothes Suit Cover (White, 60""x1Pack)",4.7,19,12.9,"Luggage","False",0
296801,"B0B3LZ9KNH","Expectant 28"" Softside Checked 8 Wheel Expandable Spinner, Black",5,1,77.99,"Luggage","False",0
296802,"B004HKU4Y6","Melbourne Hardside Expandable Spinner Wheel Luggage, Orange, Carry-On 20-Inch",4.6,1165,65,"Luggage","False",1000
296803,"B01C6L9CEU","ProX XS-UXXLT Universal DJ Controller Case",5,1,234.95,"Luggage","False",0
296804,"B0CBRF2GT4","Carry-On Luggage with Front Pocket,20"" PC Hardshell Suitcase with Silent Spinner Wheels,USB/Type-C Charging Port,Phone Holder&Cup Hplder,Grey",0,0,169.99,"Luggage","False",0
296805,"B0B3MFY17M","Travel Suitcase Protective Cover Trunk Case Washable Elastic Luggage Cover Fits 18""-32"" Suitcase Protector Baggage With Concealed Zipper Gifts for Women Girls Cute 18 Medium",4,92,26.99,"Luggage","False",0
296806,"B0B997VWPH","Eco-Protect 21"" Hardside 8 Wheel Expandable Spinner Carry, Grey",4,4,91.59,"Luggage","False",0
296807,"B002VO9L76","Vintage Canvas Flight Bag",4.2,167,43.99,"Luggage","False",0
296808,"B07R4GLTR9","Carry-on Tote Duffel Bag with Bottom Compartment, Slides over Luggage handle",4.6,89,42.95,"Luggage","False",0
296809,"B07F6VPGHN","White Suit, Dress and Gown Garment Travel Bags - 54"" x 24"" - With Large Window",4.4,1158,14.99,"Luggage","False",0
296810,"B013FE7YZ6","New York Rainbow Luggage Collection - 20 Inch (ABS+PC) Hardside Carry On Suitcase - Durable Lightweight Bag with 8-Rolling Spinner Wheels (Rainbow Lavender)…",4.2,163,89.99,"Luggage","False",0
296811,"B0C5VKRLY3","Large Duffel Bag Hand Luggage Carry-On Luggage Durable Luggage Ladies' all-Purpose Wheeled Light Luggage Hand-Held Trolley Bag 18-inch Check-In Suitcases",3.3,3,139.99,"Luggage","False",0
296816,"B0BZC3NLKQ","Luggage Suitcase with Spinner Wheels, Hardside Checked Luggage with TSA Lock, 24 Inch Medium Travel Suitcase (GREY,4PCS)",5,2,79,"Luggage","False",0
296817,"B09FJJY6SD","3 piece luggage sets hardshell Lightweight suitcase with spinner wheels tsa lock,carry on travel bag sets for women 24inch,28inch,Travel(red)",4.6,37,149.97,"Luggage","False",0
296818,"B08412ND7N","Harbor Spinner Suitcase, Black, Check-in",5,4,112.5,"Luggage","False",0
296819,"B0BB63CYY4","Horizontal Zip Duck Bag",4.8,11,42,"Luggage","False",0
296820,"B0883DWSP8","Convertible Garment Bag",4.7,110,133.57,"Luggage","False",0
296821,"B0BMV4HTSG","Watris Veiyi 2PCS Luggage Wheels Replacement, Left and Right Suitcase Wheels Replacement, Wheel Spare Part for Luggage Suitcase, 4.3 x 3.9 in (Non-Universal, Please Check The Dimensions Carefully)",3.5,14,14.99,"Luggage","False",0
296822,"B0CDQ97SGP","Carryall Expandable Packable Tote",0,0,60,"Luggage","False",0
296823,"B0BYPK7X9X","Lotus 28"" Upright Luggage, Blue Steel, Large",4,1,103.82,"Luggage","False",0
296824,"B07Z5HWQMD","Kids Carry-on Upright Luggage Suitcase and Backpack Set - Smooth Rolling Wheels - Ladybug",4.6,203,107.99,"Luggage","False",0
296825,"B099WJ71B7","Carry on Luggage, Mixi Suitcase Spinner Wheels Luggage Hardshell Lightweight Rolling Suitcases PC with Cover & TSA Lock for Business Travel",3.2,5,129.99,"Luggage","False",0
296826,"B09WCWCYV2","Eco Tough 30"" Hardside Checked 8 Wheel Expandable Spinner, Silver Lining",4.3,12,143.99,"Luggage","False",0
296827,"B09XDPT9H8","Luggage Suitcase Replacement Wheel, Universal 360 Degree Swivel Caster Spinner Wheel Black Plastic Travel Luggage Trolley Spare Rotating Wheel for Outdoor Repair Replacement",5,1,20,"Luggage","False",0
296832,"B0B92ZFRM8","Garment Bags for Travel by Marcel & Royce - Heavy Duty Suit Bag w/Pockets - Black Suit Cover Bag for Men - 43 inch size - Heavy Duty Garment Bags for Hanging Clothes",4.4,77,24.95,"Luggage","False",0
296833,"B0C2BSDGB4","Personalized Initial Canvas Tote Bag with Makeup Bag Beach Bag with Zipper Adjustable Strap Birthday Gifts for Women",4.8,197,25.99,"Luggage","False",0
296834,"B07PPK4YNF","Moda Scratch Resistant 3-Piece Hardside Spinner Luggage Set, Silver, One Size",3.9,17,122.82,"Luggage","False",0
296835,"B09WD9L5YY","Eco Tough 21"" Hardside Carry-On 8 Wheel Expandable Spinner, Honey Gold",4.6,5,119.99,"Luggage","False",0
296836,"B0B99BKRFD","Eco-Protect Hardside 4pc 8 Wheel Expandable Spinner Set, Green",3.5,3,318.48,"Luggage","False",0
296837,"B0CCRDFB5P","Luggage Covers for Suitcase Protector Tsa Approved Fits 18-32 Inch Luggage, Custom Baggage Cover for Travel Anti Scratch Dirt Washable. S/M/L Sets",5,3,34.99,"Luggage","False",0
296838,"B003MB2M7I","Wedding Dress Garment Bag 16 inch Gusseted, Durable, For Long Puffy Gowns, Clear Vinyl Pouch for Labeling",4.5,755,13.99,"Luggage","False",0
296839,"B07DJ7Z239","Stadium Wheel Bag, Black, One Size",4.6,19,305.87,"Luggage","False",0
296840,"B09RLDJQV4","SC-515 Carry Bag, Black",4.2,10,36.52,"Luggage","False",0
296841,"B07K5511RW","Trade Dual Spinner, Ash Rose, 72.0L/29-Inch",4,65,234.98,"Luggage","False",0
296842,"B097Q9QLVD","Paris Destination 2-Piece Carry-On Luggage Set, One Size",4.6,49,102.24,"Luggage","False",0
296843,"B0BYD3WRNS","Konelia Travel Bag Convertible Garment Weekender Bag Carry on Women Bag 3 in 1 Hanging Clothes Suit Bag Garment Duffle Bag Hanger Shoe Compartment",4.3,6,34.99,"Luggage","False",0
296844,"B0C29D7H4Q","Clear PVC Suitcase Cover Protectors Luggage Cover for Wheeled Suitcase (20inch/24inch/28inch (3 Pieces))",4.5,7,23.99,"Luggage","False",0
296845,"B0BCPMQLTS","Sheen 22"" Hardside Carry On 8 Wheel Expandable Spinner, Marmo Rose Print",4.4,6,103.11,"Luggage","False",0
296846,"B084WWTYQC","Luggage Cover Suitcase Protector Fits 19-33 Inch TSA Approved Travel Suitcase Cover Washable Dustproof Anti-Scratch (L (26-30 inch), License Plates)",4,670,12.95,"Luggage","False",0
296847,"B0BZBVK7X7","Travel Luggage Cover Suitcase Protector, Tropical Beach Palm Tree Washable Elastic Suitcase Baggage Cover Anti-scratch Double-sided with Zipper Closure for Wheeled Suitcase Fits 25-28 Inch Luggage",3.6,8,19.99,"Luggage","False",0
296848,"B08HGBWVPR","Marble Hardside 3-Piece Spinner Luggage Set",4.6,2,183.99,"Luggage","False",0
296849,"B0BQ41QG7J","Zipplicity Neck Pack: The Ultimate Travel Companion - 6lbs Luggage Capacity, Secure Front Pocket, Hand-Sewn Comfort, Avoid Baggage Fees, and Keep Your Valuables Safe (Royal Blue)",4.3,49,49.99,"Luggage","False",0
296850,"B08HS3T9DD","Luggage Set 3 Piece - Lightweight with USB Port Hardside Carry On Suitcase - Includes Expandable 20 Inch Carry on, 24In/TSA-Approved Lock 28In Checked Bag with 8-Wheel Rolling Spinner",4.3,773,179.99,"Luggage","False",0
296851,"B0C4DJ4RPJ","Carry on Luggage Sets of 3 Suitcases with Wheels 20 24 28 Inch Luggage with Spinner Wheels Hard Shell TSA Luggage",4.7,1208,129.99,"Luggage","False",0
296852,"B0C51JVCJM","NGIL Glitter Cheer Dance and Competition Travel Companion Hanging Garment Bag for Girls (Black-Glitter)",4.6,9,36.5,"Luggage","False",0
296853,"B0B9BN6RN8","Luggage Sets 3 Piece(20/24/28)-Suitcase Set- Luggage with Wheels-PC + ABS Durable Lightweight Rotating hardshell suitcase 5PCS (Black)…",4.7,25,189.99,"Luggage","False",0
296854,"B001I4EJBS","Signature Waist Pack - Junior, Hot Pink, One Size",4.1,3112,8.99,"Luggage","False",50
296855,"B01N1PTFB6","Designer Luggage Carry On Collection - Expandable 20 Inch Suitcase - Durable Small Ultra Lightweight Bag with 4-Rolling Spinner Wheels (Diva)",4.6,142,139.99,"Luggage","False",0
296860,"B0B75PRCGJ","Womens Carry-on 22"" in Sustainable Materials On The Go Carry on 22 roller suitcase, Light Grey Peace, Carry-On 22-Inch US",5,4,86.71,"Luggage","False",0
296861,"B00BNTR6J0","24 Inch 8 Wheel Spinner, Olive Green, One Size",4.5,87,139.99,"Luggage","False",0
296862,"B09VTFMGKJ","Chelsea Large Satchel, Champagne, Carry-On 20-Inch",4.3,38,109.99,"Luggage","False",0
296863,"B0CC2N7XYF","Luggage Suitcase Wheels Cover 8Pack, Carry on Luggage Wheels Cover for most 8-spinner Wheels Luggage Sets, Pink Suitcase Wheel Protector for Replacement Luggage Wheels, Pink",0,0,7.99,"Luggage","False",50
296864,"B0C2X7LW91","Tegra-Lite Large Trip Expandable 4 Wheel Carry-On - Blaze Red",0,0,1195,"Luggage","False",0
296865,"B0BS2TPZWR","Carry on Luggage, White Suitcase with TSA Lock, 8 Spinner Wheels Hardside Luggage 22x14x9 Airline Approved for Travel Weekender Overnight (white, 20-inch)",4.4,14,139.99,"Luggage","False",0
296866,"B0C9968532","20"" Aluminium Frame Hardside PC Carry on Luggage - Wide Handle Double Spinner Wheels Suitcase with TSA lock",0,0,199.99,"Luggage","False",0
296867,"B0BY4YN5DK","Travel Luggage Cover Suitcase Protector Washable Protector Covers Dust and Stratch Resistance",4.2,185,22.49,"Luggage","False",0
296868,"B09LVWNWNW","Maisy 3-Piece Hardside Lightweight Expandable Spinner Luggage Set",5,2,229.99,"Luggage","False",0
