"id","flex","level","female","haskids","salary","tenure","produc"
1054,1,"Manager",0,1,139021.339873832,13,5
1055,1,"Manager",0,1,122647.792460217,8,5.18
1056,1,"Entry",1,0,49562.1578302372,1,5.35
1057,0,"Entry",1,0,51544.1298581912,2,3.23
1058,1,"Entry",1,1,44035.2557243215,2,6.8
1059,0,"Entry",0,0,54922.1555978412,2,4.57
1060,0,"Manager",1,0,110985.007268259,5,5.13
1061,1,"Manager",0,1,124117.892541411,8,5.71
1062,1,"Manager",0,0,131804.68005807,10,6.13
1063,0,"Entry",0,0,48179.7368341127,1,5.24
1064,0,"Entry",0,0,55855.4648257098,3,5.92
1065,0,"Entry",1,0,53065.1538809082,2,5.24
1066,1,"Manager",0,1,130067.212662176,9,6.14
1067,0,"Entry",1,0,54533.0068385332,2,4.57
1068,1,"Entry",1,0,53140.6747007266,3,6.84
1069,1,"Manager",0,0,121392.703219692,6,6.23
1070,0,"Entry",0,1,47866.4029594442,2,5.24
1071,1,"Manager",1,1,117681.573245322,9,4.24
1072,1,"Manager",0,1,109991.29873702,7,4.44
1073,1,"Manager",0,0,108018.20234983,6,6.96
1074,1,"Manager",0,1,121792.297368752,9,7.84
1075,0,"Entry",0,0,53868.277421804,3,4.57
1076,0,"Entry",1,1,47958.2655897582,1,4.81
1077,1,"Entry",0,0,56003.5568526266,4,6.18
1078,1,"Entry",1,1,50609.2912109916,1,4.58
1079,1,"Manager",0,1,125006.04257941,8,4.89
1080,1,"Manager",0,0,120409.185365062,7,6.79
1081,0,"Entry",0,0,43240.4083568065,0,5.92
1082,1,"Entry",0,0,46698.6567290365,1,4.31
1083,0,"Entry",1,0,50744.6794757615,1,3.23
1084,0,"Manager",1,1,121734.262664965,10,4.62
1085,0,"Entry",0,0,50188.4275868547,1,5.92
1086,1,"Manager",1,0,90644.2745965289,1,4.89
1087,0,"Entry",0,0,46066.0579630165,1,3.9
1088,0,"Entry",0,1,50164.8697195678,2,2.47
1089,0,"Entry",0,0,50080.6195592302,3,5.24
1090,1,"Manager",1,1,107688.206052702,6,3.45
1091,1,"Manager",1,1,103582.6192802,5,7.31
1092,0,"Entry",0,0,45234.9647892487,1,5.92
1093,1,"Manager",1,1,93770.2816719497,1,2.27
1094,1,"Manager",0,0,123289.421556293,10,5.78
1095,1,"Manager",0,1,109505.878771246,4,5.63
1096,1,"Manager",0,1,129859.853498266,9,4.97
1097,0,"Entry",0,0,45631.5615892029,2,5.92
1098,0,"Manager",1,0,112386.038304636,6,4.89
1099,0,"Entry",1,0,49411.2615175717,2,5.92
1100,1,"Entry",0,0,42857.1208117175,0,8.78
1101,1,"Manager",0,1,129647.308995878,10,4.9
1102,1,"Entry",0,1,47509.1125160554,2,6.6
1103,1,"Manager",1,1,108992.886270766,7,7.11
1104,1,"Entry",0,1,50873.1610026128,2,5.49
1105,1,"Entry",0,0,47843.981174732,1,7.43
1106,1,"Entry",1,1,47106.4872318063,2,2.98
1107,1,"Entry",1,1,56825.8173956011,4,5.3
1108,1,"Manager",0,1,121062.000506897,7,4.93
1109,1,"Entry",0,1,52947.1389361285,2,5.97
1110,0,"Manager",0,0,116149.965495197,7,6.84
1111,1,"Manager",1,0,109588.893516258,6,5.45
1112,1,"Manager",1,0,111196.911093839,5,6.88
1113,1,"Manager",0,1,117442.416210824,7,6.53
1114,0,"Entry",0,0,49775.6136554974,2,5.92
1115,0,"Entry",1,0,50281.1417170154,2,5.24
1116,1,"Entry",0,0,44791.4249456845,1,7.94
1117,1,"Manager",0,0,112473.697701104,6,6.52
1118,1,"Manager",1,0,107022.149311153,7,8.98
1119,0,"Entry",1,0,46591.8168402213,1,4.57
1120,0,"Manager",0,0,124783.973345349,8,4.47
1121,0,"Entry",0,0,46742.1924274342,1,5.24
1122,1,"Manager",0,1,131828.280071183,8,4.28
1123,1,"Manager",1,1,99375.2180293881,4,6.03
1124,1,"Entry",1,1,55851.8144686711,4,3.98
1125,1,"Entry",0,1,45450.938825702,1,6.21
1126,1,"Manager",1,1,102928.333712952,3,5.51
1127,0,"Entry",0,0,47432.9674570101,1,5.24
1128,1,"Entry",0,1,54819.0184119209,3,6.53
1129,1,"Entry",1,1,51027.339532348,2,5.23
1130,1,"Manager",1,1,100625.265122627,3,6.1
1131,1,"Manager",0,1,111095.287141476,8,6.74
1132,0,"Manager",0,1,131994.826782631,9,3.71
1133,0,"Entry",0,0,44522.8809319397,0,5.92
1134,1,"Manager",1,0,113785.41412509,9,9.87
1135,1,"Entry",0,1,51391.1111307269,3,5.47
1136,1,"Entry",1,1,45663.4322984385,1,3.85
1137,1,"Manager",0,1,114170.001669193,8,4.86
1138,1,"Entry",1,0,53080.7539661781,3,7.41
1139,1,"Manager",0,1,117789.660373744,7,6.86
1140,1,"Manager",0,0,128355.058960519,8,6.97
1141,1,"Manager",0,0,127730.645021488,9,7.19
1142,0,"Manager",1,1,107750.81299705,7,4.07
1143,0,"Manager",0,0,104475.32641243,4,6.67
1144,0,"Manager",1,0,112718.203679765,7,4.68
1145,0,"Entry",0,0,44407.7676293597,2,4.57
1146,0,"Entry",1,1,45362.2397352531,1,3.6
1147,1,"Entry",0,1,47521.0083695679,1,5.87
1148,1,"Entry",0,0,43633.7285390561,1,5.27
1149,1,"Manager",1,1,113578.157529857,6,4.96
1150,0,"Entry",0,1,44481.0509325437,1,2.68
1151,0,"Entry",1,0,53381.5742011883,2,4.57
1152,1,"Entry",1,1,47358.7631695346,1,8.23
1153,1,"Entry",0,0,52182.3639561796,2,5.58
1154,1,"Entry",0,0,48184.2028810834,1,6.01
1155,1,"Entry",1,0,53108.8745180893,3,6.47
1156,1,"Manager",0,1,111804.892190735,4,5.32
1157,1,"Manager",0,1,139761.735905064,12,3.51
1158,1,"Entry",0,1,52504.3105037809,3,6.79
1159,1,"Entry",1,1,52389.8954751466,3,4.88
1160,1,"Manager",0,0,133810.959646119,13,8.48
1161,0,"Entry",1,0,46623.429992157,1,5.92
1162,1,"Manager",0,1,142178.729404937,11,5.35
1163,1,"Entry",1,0,49520.0512262622,2,8.47
1164,1,"Entry",0,1,47594.046177001,1,7.79
1165,0,"Entry",0,0,49348.3436881481,1,6.59
1166,1,"Entry",0,1,53589.1792559374,3,5.17
1167,0,"Entry",1,0,46742.4263789253,1,4.57
1168,0,"Entry",0,0,49805.4522915514,1,5.92
1169,1,"Manager",0,1,122019.393824454,9,4.95
1170,1,"Entry",0,1,46165.6961091443,1,5.48
1171,0,"Entry",0,0,45198.2720029878,1,4.57
1172,0,"Manager",0,1,102701.836840143,6,3.13
1173,1,"Manager",0,1,130568.94303646,10,5.21
1174,1,"Entry",0,0,51055.3834540037,3,7.25
1175,1,"Entry",0,1,44369.6534012553,0,4.8
1176,0,"Entry",0,0,52799.5985583535,3,4.57
1177,1,"Entry",1,1,51140.0240190438,1,4.04
1178,1,"Manager",0,0,141313.813452074,13,6.47
1179,0,"Entry",0,0,56648.2847412015,4,3.23
1180,1,"Entry",0,0,49592.2676589987,2,5.84
1181,1,"Entry",1,1,46743.1112188218,1,5.87
1182,1,"Manager",1,1,98816.6251521597,4,4.62
1183,0,"Entry",1,0,55377.1883988421,4,5.24
1184,1,"Manager",0,1,136157.577251662,11,7.81
1185,1,"Entry",0,1,56991.0785357913,3,5.3
1186,1,"Entry",1,1,54365.6792163498,3,5.12
1187,1,"Entry",1,1,52169.5075766432,3,4.63
1188,1,"Manager",0,1,108878.402344789,4,5.91
1189,1,"Entry",1,0,50550.8987531068,2,6.18
1190,0,"Entry",0,0,51965.4612432059,2,4.57
1191,0,"Entry",0,0,42777.5527884426,1,5.24
1192,0,"Entry",0,0,51471.3954550218,2,5.24
1193,0,"Manager",0,0,128334.023634285,11,6.55
1194,1,"Manager",0,1,130187.327076976,10,5.17
1195,0,"Entry",0,0,52568.1747026197,3,3.9
1196,0,"Entry",0,1,50077.1188312625,2,4.65
1197,1,"Manager",0,1,124610.10326588,8,4.16
1198,1,"Entry",1,1,42986.6662318288,1,5.24
1199,1,"Manager",1,1,105381.082952327,7,4.74
1200,1,"Manager",0,0,128444.300575363,8,8.35
1201,0,"Entry",0,0,53195.3168149119,2,5.92
1202,0,"Entry",0,1,51630.7811907656,2,2.87
1203,0,"Manager",1,0,103587.117235744,5,6.44
1204,1,"Manager",0,1,123588.854541336,9,6.21
1205,1,"Manager",0,0,132397.755086608,9,6.78
1206,1,"Manager",0,1,127082.457722087,8,5.1
1207,0,"Entry",0,0,49977.8853195926,1,5.24
1208,1,"Manager",1,1,105580.042820276,6,6.79
1209,0,"Manager",1,0,128963.567539802,10,4.88
1210,1,"Entry",1,0,53135.46918821,2,8.01
1211,0,"Entry",0,0,47581.5508393226,1,5.92
1212,0,"Manager",0,1,133263.97216466,12,3.94
1213,1,"Entry",1,1,53503.9053430774,2,4.76
1214,1,"Manager",0,1,126117.788662331,10,7.14
1215,1,"Entry",0,1,44614.5364462893,0,4.12
1216,1,"Manager",1,1,94110.4624437832,2,5.46
1217,0,"Manager",1,0,98056.5330473504,5,6.31
1218,0,"Manager",1,0,116898.439089253,6,7.7
1219,1,"Entry",0,0,54625.3759548333,3,7.99
1220,1,"Manager",0,0,155244.083748507,14,8.65
1221,0,"Entry",0,1,42345.4646217098,0,3.8
1222,1,"Manager",0,1,137727.683957955,13,5.17
1223,0,"Entry",0,0,52208.1034529369,3,5.24
1224,0,"Manager",0,0,129186.57512623,9,6.34
1225,1,"Entry",0,1,50135.7539793198,3,3.47
1226,0,"Entry",0,1,41352.5790294985,1,4.38
1227,1,"Entry",0,0,48452.7110527709,2,7.77
1228,1,"Manager",1,1,94943.7815640366,3,5.3
1229,0,"Entry",0,0,49014.0613366947,1,4.57
1230,0,"Manager",0,1,129188.183775244,9,2.58
1231,1,"Manager",1,1,116916.057119505,7,6.58
1232,0,"Entry",0,0,50213.5437159098,2,4.57
1233,0,"Manager",0,0,141174.187321405,11,5.55
1234,1,"Manager",1,1,108593.891802808,6,4.99
1235,0,"Entry",0,0,51856.5829980535,3,5.92
1236,1,"Manager",0,1,131288.685256699,9,5.93
1237,1,"Entry",0,0,44414.2031628103,1,6.72
1238,1,"Entry",0,0,55382.6999450443,4,6.74
1239,1,"Entry",1,0,44734.0297061041,1,5.86
1240,1,"Entry",1,1,52629.4226875251,3,5.99
1241,0,"Entry",0,1,48190.8954425202,3,3.03
1242,1,"Manager",0,0,120018.79508576,9,8.07
1243,0,"Entry",0,0,46503.5165878771,1,4.57
1244,0,"Manager",0,0,130632.379225001,11,5.97
1245,1,"Entry",0,1,55082.392143346,3,4.44
1246,1,"Manager",0,1,118854.436945277,10,7.05
1247,0,"Manager",0,0,138265.36156343,10,5.65
1248,1,"Manager",0,1,132690.817764241,9,3.64
1249,0,"Entry",0,0,48780.1172243653,3,4.57
1250,1,"Manager",1,1,108204.554491683,7,5.47
1251,1,"Manager",0,0,125738.831382543,11,5.98
1252,1,"Manager",0,1,122587.469119354,7,5.25
1253,0,"Manager",0,1,126067.776809986,10,1.9
1254,0,"Entry",0,0,51381.6339145443,3,3.9
1255,0,"Entry",1,0,51147.2376578228,2,6.59
1256,1,"Manager",0,1,123291.879155009,9,4.63
1257,1,"Entry",1,1,47731.4603260338,2,6.84
1258,1,"Manager",0,1,118462.730372336,6,6.8
1259,1,"Manager",0,1,126536.374285543,9,6.95
1260,1,"Manager",0,1,123663.990867411,9,5.1
1261,0,"Manager",0,1,135969.590805519,13,2.23
1262,1,"Manager",1,1,106739.913748874,5,5.13
1263,1,"Manager",0,0,134531.586178111,11,7.27
1264,1,"Manager",1,1,112898.630383668,8,6.71
1265,1,"Manager",0,1,122667.59595246,10,7.51
1266,0,"Manager",0,0,122292.404587834,7,6.62
1267,0,"Entry",0,1,51865.3807205216,3,3.47
1268,0,"Entry",0,0,47930.337493274,2,4.57
1269,1,"Manager",0,1,137636.708366393,10,7.37
1270,1,"Manager",1,1,110617.847007013,6,6.53
1271,1,"Manager",0,1,125412.366886837,10,6.48
1272,1,"Manager",0,1,112517.391666838,8,3.48
1273,1,"Manager",0,1,141237.371015446,11,7.62
1274,1,"Manager",0,1,134899.855478133,11,5.67
1275,1,"Manager",0,0,122599.786070459,10,8.51
1276,1,"Entry",0,1,51644.9846735119,2,4.84
1277,1,"Manager",1,1,117877.016270399,8,5.94
1278,0,"Entry",0,0,45456.9247025122,2,5.92
1279,1,"Entry",0,0,49123.2062183144,1,5.04
1280,0,"Entry",0,1,49247.0288878891,2,1.33
1281,1,"Manager",0,1,120389.724843507,10,5.17
1282,1,"Manager",0,1,135171.519606374,11,5.59
1283,1,"Manager",0,1,136912.716708408,12,4.38
1284,0,"Manager",0,1,124065.797109743,10,4.02
1285,0,"Manager",0,0,121198.346355387,8,7.76
1286,0,"Manager",0,1,138509.443010391,11,3.59
1287,0,"Entry",0,0,50733.1074796941,1,5.24
1288,0,"Manager",1,0,95154.7259010384,3,5.05
1289,1,"Entry",0,0,45933.4195422897,2,7.23
1290,0,"Entry",0,0,52948.0521793215,3,5.24
1291,1,"Entry",0,1,44293.2000716086,1,5.04
1292,1,"Manager",0,0,114752.009354013,6,5.73
1293,1,"Manager",1,0,101406.234125909,3,7.58
1294,0,"Manager",0,0,115369.703105871,6,4.04
1295,1,"Entry",0,1,49619.7088320985,2,6.54
1296,1,"Manager",1,1,97095.1358057384,3,6.89
1297,0,"Manager",1,1,110294.43772741,8,7.07
1298,0,"Entry",1,1,46667.6622353033,1,1.79
1299,1,"Entry",0,0,55187.9966533944,4,5.84
1300,0,"Manager",0,1,134516.563837959,10,3.39
1301,1,"Manager",0,1,122169.586357977,9,3.11
1302,1,"Manager",0,1,134998.305865335,13,6.11
1303,1,"Entry",0,1,45950.2157039669,0,5.71
1304,1,"Entry",1,1,53289.7487730171,3,4.44
1305,1,"Manager",1,1,108665.909136236,5,5.33
1306,1,"Entry",0,1,53016.991946953,3,2.08
1307,1,"Entry",0,0,53086.778460934,3,5.47
1308,0,"Entry",1,0,46348.1897981111,0,5.24
1309,0,"Manager",0,1,125175.420074126,11,4.36
1310,1,"Manager",1,1,118241.461780092,6,5.61
1311,1,"Entry",1,0,49418.594470608,2,7.34
1312,0,"Entry",0,0,51868.8184127191,3,3.9
1313,0,"Manager",1,0,134991.241749829,9,5.86
1314,0,"Entry",0,0,52396.8414569103,3,6.59
1315,1,"Manager",0,1,137889.46709471,10,7.33
1316,1,"Entry",1,1,50801.764986307,2,5.52
1317,1,"Entry",0,0,46651.6993991166,0,5.6
1318,1,"Manager",0,1,106099.315327187,6,5.02
1319,1,"Manager",0,1,127910.058212299,11,5.93
1320,1,"Entry",1,0,50931.9424099543,2,5.18
1321,0,"Entry",1,0,55567.906712411,3,5.24
1322,0,"Manager",0,0,125455.280147252,11,5.39
1323,1,"Manager",1,1,104077.097934206,6,5.06
1324,1,"Manager",0,1,109851.176164489,6,4.77
1325,1,"Manager",0,1,127552.746578628,8,5.72
1326,1,"Manager",0,1,119413.797675337,9,6.15
1327,1,"Entry",0,1,52884.4362687138,2,4.62
1328,1,"Manager",0,0,128222.779515598,11,6.7
1329,0,"Entry",0,0,46081.3923116145,1,4.57
1330,0,"Manager",0,0,133710.376633875,10,5.39
1331,0,"Entry",0,1,51560.3921905459,2,4.11
1332,1,"Manager",0,1,131419.13211458,12,5.07
1333,1,"Entry",0,1,42853.601581816,1,3.08
1334,1,"Entry",1,1,49544.2499153163,2,5.07
1335,1,"Entry",1,1,47595.4807793271,1,5.56
1336,0,"Manager",0,1,132787.010357032,12,3.71
1337,1,"Entry",0,1,49579.2037033871,2,6.42
1338,1,"Entry",0,0,52934.0969881356,2,6.31
1339,0,"Entry",0,0,47668.6558571789,2,5.92
1340,1,"Entry",0,0,54310.5169526947,4,7.02
1341,0,"Manager",0,0,107507.303952679,5,5.44
1342,1,"Manager",0,1,116341.68424695,8,3.19
1343,1,"Manager",1,0,110793.084707093,7,6.06
1344,0,"Manager",0,0,118594.403818761,6,5.94
1345,1,"Entry",0,1,48390.0261847044,1,5.25
1346,1,"Manager",1,1,100767.614902347,3,7.13
1347,0,"Entry",0,1,53540.4048754976,3,5.63
1348,1,"Entry",0,1,40333.4618488467,1,5.85
1349,1,"Entry",0,1,45656.5347395799,1,5.91
1350,1,"Manager",1,1,104664.356368776,5,6.67
1351,1,"Entry",0,1,48201.5710795043,2,4.14
1352,0,"Manager",0,1,136796.034634769,13,5.99
1353,1,"Manager",1,1,132234.589949066,12,4.02
1354,1,"Manager",0,1,130708.521973173,8,4.91
1355,1,"Manager",1,1,104110.398639498,5,7.65
1356,1,"Manager",0,1,127362.274113366,11,5.98
1357,0,"Manager",1,0,112762.929370068,5,5.34
1358,0,"Manager",1,1,109622.893834663,7,4.54
1359,0,"Manager",0,0,121317.312720254,7,6.6
1360,1,"Entry",1,1,53928.3014190474,3,4.77
1361,1,"Manager",0,1,114463.657384372,7,5.96
1362,1,"Manager",1,1,92775.9983897728,4,3.63
1363,1,"Manager",0,1,119315.594733397,6,7.07
1364,1,"Entry",0,1,48133.9752840415,1,4.16
1365,1,"Manager",0,0,139962.501862466,12,5.81
1366,1,"Manager",0,1,119199.952751127,7,5.56
1367,1,"Manager",0,1,117119.653909727,8,3.32
1368,1,"Manager",1,1,112082.929790409,6,5.48
1369,0,"Entry",1,0,44480.9155372993,1,7.26
1370,0,"Manager",0,0,132817.496002973,9,4.54
1371,1,"Manager",0,1,109645.922400787,6,6.21
1372,0,"Entry",1,0,45383.0670762617,2,5.24
1373,1,"Entry",1,1,52770.5488025749,2,6.13
1374,0,"Manager",0,1,130412.574722014,10,4.14
1375,0,"Entry",1,0,47839.1208418895,1,6.59
1376,0,"Entry",0,0,45158.0217378327,0,3.9
1377,1,"Manager",1,1,102785.780396896,7,5.24
1378,1,"Manager",1,1,118647.973626208,9,5.21
1379,0,"Manager",1,1,119812.632705101,9,5.81
1380,0,"Entry",0,0,50772.8644321856,2,6.59
1381,1,"Entry",0,1,47314.3100845916,1,4.91
1382,0,"Manager",1,1,98387.4638138151,5,6.17
1383,0,"Entry",0,0,51275.8567893941,2,5.24
1384,1,"Entry",0,1,51384.1189633629,2,2.94
1385,0,"Manager",1,0,106088.379865937,7,5.1
1386,0,"Entry",1,0,49627.8725145596,1,5.24
1387,1,"Manager",0,0,136605.196168593,13,8.07
1388,1,"Manager",0,1,135854.654661573,11,5.96
1389,1,"Entry",1,1,47849.3673402884,1,3.91
1390,0,"Entry",0,1,53946.3691306648,4,5.89
1391,1,"Entry",0,1,54076.7986916996,2,6.35
1392,1,"Entry",0,1,46135.0555105674,1,5.52
1393,1,"Manager",1,0,118851.785193444,9,7.73
1394,0,"Entry",0,0,53854.4746929933,2,6.59
1395,1,"Entry",1,1,53875.7964940843,3,5.43
1396,0,"Manager",0,1,115223.04434327,6,7.58
1397,1,"Entry",0,0,55270.7686199287,3,7.37
1398,1,"Manager",0,1,121951.942054392,8,4.52
1399,0,"Manager",1,0,123643.655128849,8,4.27
1400,0,"Entry",1,1,49813.3643542784,2,2.79
1401,0,"Entry",1,0,53596.6901796913,3,6.59
1402,0,"Entry",0,0,49601.65501487,3,5.92
1403,1,"Manager",0,1,139284.358460194,12,4.15
1404,0,"Entry",1,0,43451.546752803,1,5.24
1405,1,"Manager",0,0,118075.23394429,10,7.19
1406,1,"Entry",1,0,45447.0386553729,1,6.49
1407,1,"Manager",1,1,115521.729567551,7,4.48
1408,1,"Entry",0,1,41013.9493133852,-1,5.15
1409,0,"Entry",1,0,46703.2315026645,2,4.57
1410,0,"Entry",0,0,46376.7075517797,2,5.92
1411,1,"Entry",0,0,43668.738273463,1,8.26
1412,1,"Entry",1,1,49409.1543046059,2,7.49
1413,1,"Manager",0,1,130749.307229789,10,6.23
1414,1,"Manager",0,0,107703.96340476,6,6.39
1415,1,"Manager",0,0,137708.650350056,12,7.76
1416,0,"Entry",0,1,40452.1431510402,1,3.23
1417,1,"Manager",0,1,147908.485145581,15,5.5
1418,0,"Entry",0,0,51479.705657522,2,4.57
1419,1,"Manager",0,1,108065.680367,4,8.2
1420,1,"Entry",0,1,46462.8995909679,1,3.85
1421,0,"Entry",1,0,52577.5903413102,2,6.59
1422,1,"Manager",0,1,134252.521852046,9,4.13
1423,1,"Manager",0,0,135108.54038378,12,6.47
1424,1,"Manager",0,1,124807.682451443,11,4.71
1425,1,"Entry",0,1,42281.7516850726,1,6.63
1426,1,"Entry",1,1,43177.4838457332,0,7
1427,0,"Manager",0,0,131865.831031937,10,7.05
1428,0,"Manager",0,0,137267.552957342,11,4.34
1429,1,"Manager",0,1,125886.844234998,10,1.92
1430,0,"Entry",1,0,49188.4158924282,1,5.24
1431,0,"Entry",1,1,46224.3847791266,2,2.56
1432,0,"Entry",1,0,51406.6216968096,2,6.59
1433,1,"Manager",0,1,116143.475148005,8,6.46
1434,1,"Entry",0,0,51108.3178068236,3,7.29
1435,1,"Manager",1,1,104037.93359525,5,4.76
1436,1,"Manager",1,1,118102.094603979,9,6.61
1437,1,"Entry",1,0,53318.0197218933,4,5.89
1438,0,"Manager",0,0,114663.85891805,5,5.64
1439,1,"Manager",1,0,125691.159059713,9,6.96
1440,1,"Manager",1,1,121291.099202618,8,4
1441,0,"Entry",1,0,50240.5762061836,1,5.92
1442,1,"Entry",1,1,54207.6693393766,4,7.79
1443,1,"Manager",0,1,124549.471942561,9,6.36
1444,0,"Manager",0,1,124393.967954189,11,5.48
1445,1,"Manager",0,1,119694.208773839,6,6.07
1446,1,"Manager",0,0,128817.144577299,9,7.47
1447,1,"Manager",0,0,116775.972522519,9,4.9
1448,0,"Entry",1,0,54095.4721231413,4,6.59
1449,0,"Manager",0,0,142541.775441555,14,4.07
1450,1,"Manager",0,1,132724.931426916,10,5.86
1451,1,"Manager",0,1,122699.685006257,9,4.54
1452,1,"Manager",1,0,126213.907170629,9,7.42
1453,1,"Manager",1,1,115621.939802793,7,6.53
1454,1,"Manager",0,1,121396.39166644,8,5.77
1455,1,"Manager",0,0,127427.989263436,9,8.09
1456,0,"Manager",0,1,117767.314490417,9,4.27
1457,0,"Entry",0,0,45474.071992803,2,5.92
1458,0,"Entry",0,1,52043.254743772,2,1.91
1459,1,"Entry",0,0,52594.9401601133,2,5.4
1460,1,"Entry",0,0,49990.7522562448,3,7.13
1461,1,"Manager",0,1,134639.395126987,11,5.47
1462,1,"Manager",0,1,121232.778773906,8,4.93
1463,1,"Entry",1,1,44193.4829576992,1,6.54
1464,1,"Manager",1,1,111444.515841907,5,5.36
1465,0,"Entry",0,1,45067.8850487732,0,3.3
1466,0,"Manager",0,0,118380.106722732,7,4.98
1467,0,"Manager",1,0,113023.364256723,5,5.74
1468,1,"Manager",1,1,96591.8663518578,2,6.77
1469,1,"Manager",0,0,132978.448938216,9,4.53
1470,1,"Manager",0,0,109336.534776614,6,7.65
1471,1,"Entry",0,1,48676.2702255356,1,4.66
1472,1,"Manager",1,1,94387.3769004326,3,6.04
1473,1,"Manager",1,0,93620.0991940518,4,9.7
1474,1,"Entry",1,0,53190.0462977137,3,6.17
1475,1,"Manager",0,0,149132.491488921,16,7.02
1476,1,"Manager",0,0,127212.782283724,9,6.69
1477,0,"Entry",1,0,55253.599404646,3,5.24
1478,0,"Manager",0,0,117459.267379639,8,7.19
1479,1,"Entry",1,0,47340.7106303823,1,7.61
1480,1,"Manager",0,1,149497.867368728,13,4.4
1481,1,"Entry",1,1,45291.8374667524,2,3.45
1482,0,"Entry",0,0,48701.7562964053,2,5.24
1483,1,"Manager",0,1,128242.321085725,8,4.34
1484,1,"Manager",1,1,126700.62930631,10,4.97
1485,0,"Entry",1,0,53823.6762211099,3,6.59
1486,0,"Entry",0,0,56262.6142778167,4,5.92
1487,1,"Entry",0,1,46985.4416182009,1,6.09
1488,1,"Manager",1,1,111734.310014334,5,5.02
1489,1,"Entry",0,1,47347.6311121131,1,3.62
1490,0,"Manager",0,0,124584.455091629,8,6.25
1491,1,"Manager",1,1,116622.678005128,9,6.15
1492,1,"Entry",1,0,55938.0881633104,3,7.08
1493,1,"Entry",1,1,54270.2481946377,3,5.89
1494,0,"Entry",1,0,50637.1311043843,3,5.92
1495,0,"Entry",0,0,46227.0247663708,1,3.9
1496,1,"Entry",0,1,47026.5398311918,2,4.32
1497,0,"Manager",0,0,111496.287378471,7,3.04
1498,1,"Entry",1,1,48242.7579756608,3,5.47
1499,1,"Manager",0,0,119515.452942553,9,6.87
1500,0,"Entry",1,1,55746.0439129987,4,3.06
1501,0,"Entry",0,0,50954.3465669623,3,3.23
1502,0,"Entry",0,1,46840.6375995344,2,3.41
1503,0,"Entry",0,0,53633.435201971,2,5.24
1504,1,"Entry",0,0,52029.3676107272,2,5.44
1505,1,"Entry",0,1,54469.7716683193,2,5.51
1506,1,"Entry",0,0,48900.4592988924,2,5.67
1507,0,"Manager",0,1,124769.444005172,9,4.59
1508,1,"Manager",1,0,104074.976996442,5,6.47
1509,1,"Manager",0,1,114997.268814595,6,5.74
1510,1,"Manager",0,1,122574.00326835,9,5.64
1511,0,"Entry",0,1,44634.109679295,1,3.09
1512,1,"Manager",1,1,120478.490614576,9,4.83
1513,0,"Manager",0,1,134038.77298252,12,3.27
1514,1,"Manager",1,0,108832.217923472,7,6.32
1515,0,"Entry",1,0,50542.475004306,3,5.24
1516,0,"Entry",1,0,52161.2744643092,3,4.57
1517,0,"Manager",0,0,110209.497023698,6,5.85
1518,0,"Entry",0,0,44602.8010398988,1,5.92
1519,1,"Entry",0,1,53420.5678113588,3,4.28
1520,1,"Manager",0,1,134453.053393364,11,2.94
1521,1,"Entry",0,0,44399.0308424314,1,7.28
1522,1,"Manager",0,1,101478.932943514,3,4.94
1523,0,"Manager",0,0,116035.254070249,8,6.08
1524,1,"Manager",0,1,125815.455842245,11,4.81
1525,1,"Manager",0,1,116814.996634738,7,4.96
1526,0,"Entry",0,0,47891.7459506086,3,4.57
1527,0,"Manager",0,0,121389.97967702,8,6.39
1528,1,"Manager",0,1,123755.683589099,7,7.48
1529,1,"Manager",1,1,120335.517350063,10,5.75
1530,1,"Entry",0,1,50688.8697308125,2,5.24
1531,1,"Entry",0,0,51818.7177091994,3,7.67
1532,0,"Manager",0,1,114898.86683059,8,4.45
1533,1,"Entry",0,0,53444.5240684496,3,6.85
1534,1,"Entry",0,1,41681.5508609217,0,5.7
1535,1,"Manager",1,1,104230.904585463,6,5.15
1536,1,"Entry",1,0,48624.1118936968,1,7.02
1537,0,"Entry",0,0,48580.5098339448,1,5.24
1538,1,"Entry",0,1,53015.0684724215,3,3.76
1539,0,"Entry",1,0,40736.9035976088,-1,3.23
1540,0,"Entry",0,1,48894.7240587201,2,4.09
1541,1,"Manager",1,0,100294.888568698,3,7.08
1542,0,"Entry",1,0,49431.9130587532,1,4.57
1543,1,"Manager",0,1,110420.286249071,7,4.73
1544,0,"Entry",1,0,44953.3223309458,1,3.23
1545,0,"Entry",1,1,55748.0111378135,2,4.4
1546,0,"Entry",0,0,55493.8181430037,3,6.59
1547,0,"Entry",0,1,44927.6801278564,1,3.34
1548,1,"Entry",1,1,53258.9353688505,3,4.82
1549,1,"Entry",1,0,46901.2018763769,1,8.21
1550,0,"Manager",0,0,124927.583693232,9,4.66
1551,1,"Manager",0,0,134595.114701146,11,5.29
1552,1,"Manager",1,1,111414.425855826,7,4.59
1553,1,"Manager",1,1,139854.392730014,11,6.29
1554,1,"Entry",1,0,45425.5984589783,1,6.48
1555,1,"Manager",0,1,120051.645572608,10,5.27
1556,1,"Entry",1,1,43221.6224172519,0,4.19
1557,1,"Entry",0,0,46546.6895331919,1,6
1558,1,"Entry",0,0,54169.7255168461,2,7.45
1559,1,"Entry",0,1,47551.8024282447,2,4.67
1560,0,"Manager",0,0,134166.211159308,10,7.21
1561,1,"Manager",1,0,105563.146230591,5,5.12
