"locality_identifier","household_identifier","treatment_locality","promotion_locality","enrolled","enrolled_rp","poverty_index","round","health_expenditures","age_hh","age_sp","educ_hh","educ_sp","female_hh","indigenous","hhsize","dirtfloor","bathroom","land","hospital_distance","hospital"
33,14893,0,0,0,0,56.105099,0,16.799124,19,19,3,4,0,1,2,1,1,0,19.6795495069488,0
33,14896,0,0,0,0,51.931995,0,9.9625311,24,20,3,0,0,1,6,1,1,4,19.6795495069488,0
33,14896,0,0,0,0,51.931995,1,12.86453,25,21,3,0,0,1,6,1,1,4,19.6795495069488,0
33,14898,0,0,0,0,46.058731,0,8.6023922,31,29,4,0,0,1,7,1,1,0,19.6795495069488,0
33,14898,0,0,0,0,46.058731,1,12.238027,32,30,4,0,0,1,7,1,1,0,19.6795495069488,0
33,14899,0,0,0,0,51.271252,0,12.672767,33,26,2,0,0,1,5,1,1,0,19.6795495069488,0
33,14899,0,0,0,0,51.271252,1,12.599702,34,27,2,0,0,1,5,1,1,0,19.6795495069488,0
33,14900,0,0,0,0,48.840805,0,11.171812,34,33,3,0,0,1,6,1,1,0,19.6795495069488,0
33,14900,0,0,0,0,48.840805,1,14.857188,35,34,3,0,0,1,6,1,1,0,19.6795495069488,0
33,14903,0,0,0,0,50.231838,0,13.274952,36,28,1,1,0,1,5,1,1,1,19.6795495069488,0
33,14903,0,0,0,0,50.231838,1,14.480751,37,29,1,1,0,1,5,1,1,1,19.6795495069488,0
33,14904,0,0,0,0,52.93663,1,12.082363,60,51,1,0,0,1,6,1,1,1,19.6795495069488,1
33,14904,0,0,0,0,52.93663,0,13.390242,59,50,1,0,0,1,6,1,1,1,19.6795495069488,0
33,14906,0,0,0,0,49.227203,1,13.023416,29,23,3,3,0,1,6,1,1,2,19.6795495069488,0
33,14906,0,0,0,0,49.227203,0,10.10691,27,22,3,3,0,1,6,1,1,2,19.6795495069488,0
33,14907,0,0,0,0,57.496136,0,12.501578,72,65,0,0,0,1,6,1,0,3,19.6795495069488,0
33,14907,0,0,0,0,57.496136,1,15.828594,73,66,0,0,0,1,6,1,0,3,19.6795495069488,0
33,14914,0,0,0,0,57.032459,0,14.387381,17,16,3,6,0,1,3,1,1,1,19.6795495069488,0
33,14914,0,0,0,0,57.032459,1,17.180061,18,17,3,6,0,1,3,1,1,1,19.6795495069488,0
33,14915,0,0,0,0,52.086552,0,12.203631,25,25,3,5,0,1,5,1,1,2,19.6795495069488,1
33,14915,0,0,0,0,52.086552,1,15.571131,26,26,3,5,0,1,5,1,1,2,19.6795495069488,0
33,14917,0,0,0,0,49.53632,1,23.015116,29,28,3,6,0,1,6,1,1,2,19.6795495069488,0
33,14917,0,0,0,0,49.53632,0,10.609889,28,27,3,6,0,1,6,1,1,2,19.6795495069488,0
33,14919,0,0,0,0,47.681606,1,9.5766277,41,38,3,4,0,1,7,1,1,3,19.6795495069488,0
33,14919,0,0,0,0,47.681606,0,10.366754,40,37,3,4,0,1,7,1,1,3,19.6795495069488,0
33,14921,0,0,0,0,54.868626,0,13.24378,23,20,3,2,0,1,4,1,1,0,19.6795495069488,0
33,14921,0,0,0,0,54.868626,1,12.845481,24,21,3,2,0,1,4,1,1,0,19.6795495069488,0
33,14922,0,0,0,0,52.704792,1,13.719348,31,30,2,0,0,1,4,1,0,0,19.6795495069488,0
33,14922,0,0,0,0,52.704792,0,14.346203,30,29,2,0,0,1,4,1,0,0,19.6795495069488,1
33,14924,0,0,0,0,54.018547,1,10.799991,35,29,2,2,0,1,7,1,0,2,19.6795495069488,0
33,14924,0,0,0,0,54.018547,0,8.863162,34,28,2,2,0,1,7,1,0,2,19.6795495069488,0
33,14926,0,0,0,0,49.721794,1,11.677033,33,34,0.5,0,0,1,6,1,1,0,19.6795495069488,0
33,14926,0,0,0,0,49.721794,0,10.013404,32,33,0.5,0,0,1,6,1,1,0,19.6795495069488,0
33,14927,0,0,0,0,56.955177,1,18.696659,27,28,4,0,0,1,4,1,0,3,19.6795495069488,0
33,14927,0,0,0,0,56.955177,0,14.358641,26,27,4,0,0,1,4,1,0,3,19.6795495069488,0
33,14928,0,0,0,0,56.599693,0,7.5000134,43,41,0.5,0,0,1,8,1,1,2,19.6795495069488,0
33,14928,0,0,0,0,56.599693,1,9.2960615,44,42,0.5,0,0,1,8,1,1,2,19.6795495069488,0
33,14929,0,0,0,0,52.086552,0,7.7051044,52,55,0,0,0,1,8,1,0,1,19.6795495069488,0
33,14929,0,0,0,0,52.086552,1,12.563307,53,56,0,0,0,1,8,1,0,1,19.6795495069488,0
33,14930,0,0,0,0,52.859352,0,12.816429,32,29,4,2,0,1,5,1,1,0,19.6795495069488,0
33,14930,0,0,0,0,52.859352,1,10.8276,33,30,4,2,0,1,5,1,1,0,19.6795495069488,0
33,14933,0,0,0,0,42.967541,1,11.906737,33,31,4,0,0,1,8,1,1,4,19.6795495069488,0
33,14933,0,0,0,0,42.967541,0,7.3486443,31,30,4,0,0,1,8,1,1,4,19.6795495069488,0
33,14934,0,0,0,0,52.78207,0,6.3286471,28,30,4,0,0,1,8,1,1,0,19.6795495069488,0
33,14934,0,0,0,0,52.78207,1,9.8606663,29,31,4,0,0,1,8,1,1,0,19.6795495069488,0
33,14939,0,0,0,0,48.56646,1,13.878045,83,82,1,2,0,1,3,1,0,1,19.6795495069488,0
33,14939,0,0,0,0,48.56646,0,18.665323,82,81,1,2,0,1,3,1,0,1,19.6795495069488,0
33,14940,0,0,0,0,54.095825,1,13.128517,53,41,0,2,1,1,4,1,1,0,19.6795495069488,0
33,14940,0,0,0,0,54.095825,0,17.798265,52,41,0,2,1,1,4,1,1,0,19.6795495069488,0
33,14943,0,0,0,0,56.877899,1,15.214615,22,21,3,3,0,1,4,1,1,5,19.6795495069488,0
33,14943,0,0,0,0,56.877899,0,14.049006,22,20,3,3,0,1,4,1,1,5,19.6795495069488,0
33,14944,0,0,0,0,48.656105,1,13.597795,40,31,2,4,0,1,7,1,1,2,19.6795495069488,0
33,14944,0,0,0,0,48.656105,0,9.7239981,39,30,2,4,0,1,7,1,1,2,19.6795495069488,0
33,14945,0,0,0,0,54.636784,1,11.682501,44,40,4,0,0,1,4,1,1,3,19.6795495069488,0
33,14945,0,0,0,0,54.636784,0,16.803444,43,39,4,0,0,1,4,1,1,3,19.6795495069488,0
33,14946,0,0,0,0,45.826893,1,19.974108,37,31,2,0,0,1,7,1,1,1,19.6795495069488,0
33,14946,0,0,0,0,45.826893,0,9.2880116,36,30,2,0,0,1,7,1,1,1,19.6795495069488,0
46,14949,1,1,1,1,49.149921,1,15.468173,33,30,6,6,0,1,6,1,1,2,109.409970955638,0
46,14949,1,1,1,1,49.149921,0,11.179922,32,29,6,6,0,1,6,1,1,2,109.409970955638,1
46,14952,1,1,1,1,54.018547,1,14.241191,61,41,0,2,1,1,4,1,0,1,109.409970955638,0
46,14952,1,1,1,1,54.018547,0,18.023504,60,41,0,2,1,1,4,1,0,1,109.409970955638,0
46,14953,1,1,1,1,47.758888,1,13.478507,64,41,0,2,1,1,7,1,1,1,109.409970955638,0
46,14953,1,1,1,1,47.758888,0,12.291455,64,41,0,2,1,1,7,1,1,1,109.409970955638,0
46,14954,1,1,1,1,48.724884,0,14.791263,44,41,0,2,1,0,7,1,1,5,109.409970955638,0
46,14954,1,1,1,1,48.724884,1,14.616208,45,41,0,2,1,0,7,1,1,5,109.409970955638,0
46,14956,1,1,1,1,46.213291,1,0,58,37,2,0,0,1,7,1,0,1,109.409970955638,0
46,14956,1,1,1,1,46.213291,0,10.650349,57,37,2,0,0,1,7,1,0,1,109.409970955638,0
46,14957,1,1,1,1,40.108192,1,0.54584807,39,35,6,6,0,1,6,1,1,3,109.409970955638,0
46,14957,1,1,1,1,40.108192,0,12.170674,38,34,6,6,0,1,6,1,1,3,109.409970955638,0
46,14958,1,1,1,1,53.941269,0,17.30537,56,55,2,0,0,1,4,1,0,2,109.409970955638,0
46,14958,1,1,1,1,53.941269,1,4.5013647,57,56,2,0,0,1,4,1,0,2,109.409970955638,0
46,14961,1,1,1,0,47.836166,0,17.541636,51,40,6,0,0,1,4,1,1,4,109.409970955638,0
46,14961,1,1,1,0,47.836166,1,3.9985611,52,41,6,0,0,1,4,1,1,4,109.409970955638,0
46,14964,1,1,1,1,45.672333,1,0,31,27,5,7,0,1,4,1,1,0,109.409970955638,0
46,14964,1,1,1,1,45.672333,0,14.552786,30,26,5,7,0,1,4,1,1,0,109.409970955638,0
46,14966,1,1,1,1,50.30912,1,0,44,41,6,6,0,1,7,1,1,0,109.409970955638,0
46,14966,1,1,1,1,50.30912,0,10.200035,43,40,6,6,0,1,7,1,1,0,109.409970955638,0
46,14967,1,1,1,1,46.290573,1,0,47,42,3,4,0,1,8,1,0,0,109.409970955638,0
46,14967,1,1,1,1,46.290573,0,8.0522413,46,41,3,4,0,1,8,1,0,0,109.409970955638,0
46,14968,1,1,1,1,49.574963,1,0.35904521,33,20,9,6,0,1,5,1,1,1,109.409970955638,0
46,14968,1,1,1,1,49.574963,0,12.203546,32,19,9,6,0,1,5,1,1,1,109.409970955638,0
46,14972,1,1,1,1,56.414219,1,4.9910059,53,41,2,2,1,1,4,1,1,0,109.409970955638,0
46,14972,1,1,1,1,56.414219,0,18.830118,52,41,2,2,1,1,4,1,1,0,109.409970955638,0
46,14973,1,1,1,1,44.513138,0,14.629038,27,22,6,3,0,1,4,1,1,4,109.409970955638,0
46,14973,1,1,1,1,44.513138,1,0.65840262,28,23,6,3,0,1,4,1,1,4,109.409970955638,0
46,14974,1,1,1,1,48.145287,0,9.1465111,35,26,9,2,0,1,7,1,1,2,109.409970955638,1
46,14974,1,1,1,1,48.145287,1,3.3337243,36,27,9,2,0,1,7,1,1,2,109.409970955638,0
46,14976,1,1,1,1,45.788254,1,0.40844744,34,24,5,0,0,1,7,1,0,0,109.409970955638,0
46,14976,1,1,1,1,45.788254,0,8.0540285,33,23,5,0,0,1,7,1,0,0,109.409970955638,0
46,14978,1,1,1,1,46.676971,1,0,30,26,6,3,0,1,6,1,0,0,109.409970955638,1
46,14978,1,1,1,1,46.676971,0,9.9175377,29,25,6,3,0,1,6,1,0,0,109.409970955638,0
46,14979,1,1,1,1,49.343121,0,11.097338,31,24,0,6,0,1,5,1,0,0,109.409970955638,0
46,14979,1,1,1,1,49.343121,1,0,32,25,0,6,0,1,5,1,0,0,109.409970955638,0
46,14980,1,1,1,1,38.408035,1,0.50308341,25,22,6,6,0,1,6,1,0,0,109.409970955638,0
46,14980,1,1,1,1,38.408035,0,9.0673361,24,21,6,6,0,1,6,1,0,0,109.409970955638,0
46,14981,1,1,1,1,49.69088,1,9.1268244,22,16,6,6,0,1,2,1,1,0,109.409970955638,1
46,14981,1,1,1,1,49.69088,0,16.673616,21,15,6,6,0,1,2,1,1,0,109.409970955638,1
46,14982,1,1,1,1,51.391037,1,12.612054,37,31,6,6,0,1,6,1,1,3,109.409970955638,0
46,14982,1,1,1,1,51.391037,0,11.774061,36,30,6,6,0,1,6,1,1,3,109.409970955638,1
46,14984,1,1,1,1,41.653786,0,11.889824,29,24,6,6,0,1,5,1,0,0,109.409970955638,0
46,14984,1,1,1,1,41.653786,1,0,30,25,6,6,0,1,5,1,0,0,109.409970955638,0
46,14987,1,1,1,1,39.953632,1,0.54747599,59,41,0,2,1,1,6,1,0,3,109.409970955638,0
46,14987,1,1,1,1,39.953632,0,14.218618,58,41,0,2,1,1,6,1,0,3,109.409970955638,0
46,14989,1,1,1,1,46.75425,1,0,40,37,5,0,0,1,8,1,1,1,109.409970955638,1
46,14989,1,1,1,1,46.75425,0,7.9342017,40,36,5,0,0,1,8,1,1,1,109.409970955638,0
46,14990,1,1,1,1,54.791344,0,22.22381,31,41,6,2,0,1,2,1,0,1,109.409970955638,0
46,14990,1,1,1,1,54.791344,1,9.9888735,32,41,6,2,0,1,2,1,0,1,109.409970955638,0
46,14991,1,1,1,1,45.556416,0,9.6785355,41,32,6,5,0,1,7,1,1,0,109.409970955638,0
46,14991,1,1,1,1,45.556416,1,0,42,32,6,5,0,1,7,1,1,0,109.409970955638,0
46,14996,1,1,1,1,56.027821,1,3.4786017,33,34,9,6,0,1,8,1,1,2,109.409970955638,0
46,14996,1,1,1,1,56.027821,0,7.29672,32,33,9,6,0,1,8,1,1,2,109.409970955638,0
46,14997,1,1,1,1,48.261204,0,12.768767,29,29,6,4,0,1,5,1,1,1,109.409970955638,0
46,14997,1,1,1,1,48.261204,1,0,30,31,6,4,0,1,5,1,1,1,109.409970955638,0
46,14999,1,1,1,1,52.588871,0,13.019722,36,31,3,6,0,1,5,1,0,0,109.409970955638,0
46,14999,1,1,1,1,52.588871,1,1.6868289,36,32,3,6,0,1,5,1,0,0,109.409970955638,0
46,15004,1,1,1,1,46.445133,0,7.1941543,38,34,1,2,0,1,8,1,0,0,109.409970955638,0
46,15004,1,1,1,1,46.445133,1,1.0102036,39,35,1,2,0,1,8,1,0,0,109.409970955638,0
46,15005,1,1,1,1,47.758888,0,7.6916013,44,32,6,6,0,1,8,1,0,1,109.409970955638,0
46,15005,1,1,1,1,47.758888,1,0,45,33,6,6,0,1,8,1,0,1,109.409970955638,0
46,15006,1,1,1,1,43.972179,0,13.385013,36,38,4,4,0,1,5,1,0,0,109.409970955638,0
46,15006,1,1,1,1,43.972179,1,23.229382,37,39,4,4,0,1,5,1,0,0,109.409970955638,0
46,15008,1,1,1,1,49.922722,0,13.48969,25,23,3,9,0,1,4,1,0,0,109.409970955638,0
46,15008,1,1,1,1,49.922722,1,10.541778,26,24,3,9,0,1,4,1,0,0,109.409970955638,0
46,15012,1,1,1,1,53.323029,0,15.851489,54,49,3,3,0,1,6,0,1,1,109.409970955638,0
46,15012,1,1,1,1,53.323029,1,3.9748271,55,50,3,3,0,1,6,0,1,1,109.409970955638,0
46,15013,1,1,1,1,51.081917,1,6.7099037,57,55,3,1,0,1,4,1,1,1,109.409970955638,0
46,15013,1,1,1,1,51.081917,0,17.464823,56,54,3,1,0,1,4,1,1,1,109.409970955638,0
46,15022,1,1,1,1,51.816074,1,14.348535,33,20,1,3,0,1,3,1,0,0,109.409970955638,0
46,15022,1,1,1,1,51.816074,0,15.830862,32,19,1,3,0,1,3,1,0,0,109.409970955638,1
46,15023,1,1,1,1,46.676971,1,0,67,41,4,2,1,1,6,1,0,4,109.409970955638,0
46,15023,1,1,1,1,46.676971,0,15.59441,66,41,4,2,1,1,6,1,0,4,109.409970955638,0
46,15026,1,1,1,1,45.227974,0,9.6106377,42,32,6,6,0,1,7,1,0,1,109.409970955638,0
46,15026,1,1,1,1,45.227974,1,7.4707174,43,33,6,6,0,1,7,1,0,1,109.409970955638,0
151,15028,1,0,1,1,56.549458,0,15.932216,53,49,0,2,0,1,5,1,1,10,110.625589369627,0
151,15028,1,0,1,1,56.549458,1,10.158345,54,50,0,2,0,1,5,1,1,10,110.625589369627,0
151,15030,1,0,1,1,49.227203,1,13.532912,45,41,0,2,1,1,3,1,0,2,110.625589369627,0
151,15030,1,0,1,1,49.227203,0,19.496365,44,41,0,2,1,1,3,1,0,2,110.625589369627,0
151,15034,1,0,1,1,46.367851,0,8.846137,52,40,2,5,0,1,8,1,1,1,110.625589369627,0
151,15034,1,0,1,1,46.367851,1,2.9760344,53,41,2,5,0,1,8,1,1,1,110.625589369627,0
151,15035,1,0,1,1,51.107422,1,8.2650042,42,36,6,5,0,1,4,1,1,0,110.625589369627,1
151,15035,1,0,1,1,51.107422,0,16.002245,41,35,6,5,0,1,4,1,1,0,110.625589369627,0
151,15036,1,0,1,1,57.496136,1,8.9883718,43,37,7,6,0,1,6,1,0,0,110.625589369627,0
151,15036,1,0,1,1,57.496136,0,11.668796,42,36,7,6,0,1,6,1,0,0,110.625589369627,0
151,15037,1,0,1,1,52.318394,0,16.051678,43,36,6,6,0,1,4,1,0,1,110.625589369627,0
151,15037,1,0,1,1,52.318394,1,13.291245,44,37,6,6,0,1,4,1,0,1,110.625589369627,0
151,15040,1,0,1,1,50.811436,0,15.575067,56,46,3,1,0,1,5,1,0,4,110.625589369627,0
151,15040,1,0,1,1,50.811436,1,3.9896014,57,47,3,1,0,1,5,1,0,4,110.625589369627,0
151,15041,1,0,1,1,54.636784,1,15.028243,62,57,6,2,0,1,2,1,1,0,110.625589369627,0
151,15041,1,0,1,1,54.636784,0,21.544388,61,56,6,2,0,1,2,1,1,0,110.625589369627,0
151,15042,1,0,1,1,47.604328,1,8.828269,42,37,6,6,0,1,4,1,0,0,110.625589369627,0
151,15042,1,0,1,1,47.604328,0,15.730381,41,36,6,6,0,1,4,1,0,0,110.625589369627,0
151,15043,1,0,1,1,47.720249,0,16.168495,41,41,4,2,1,1,5,1,0,2,110.625589369627,0
151,15043,1,0,1,1,47.720249,1,4.9844313,43,41,4,2,1,1,5,1,0,2,110.625589369627,0
151,15045,1,0,1,1,45.710972,1,2.0271246,53,38,6,3,0,1,9,1,1,1,110.625589369627,0
151,15045,1,0,1,1,45.710972,0,6.6707945,52,37,6,3,0,1,9,1,1,1,110.625589369627,0
151,15046,1,0,1,1,54.945904,0,21.823322,77,71,4,4,0,1,2,1,1,3,110.625589369627,0
151,15046,1,0,1,1,54.945904,1,6.9974508,78,72,4,4,0,1,2,1,1,3,110.625589369627,0
151,15047,1,0,1,1,54.598145,1,6.1116467,27,26,9,9,0,1,3,1,1,0,110.625589369627,0
151,15047,1,0,1,1,54.598145,0,16.106138,26,25,9,9,0,1,3,1,1,0,110.625589369627,0
151,15048,1,0,1,1,46.058731,0,16.055435,42,41,6,2,1,1,5,1,0,1,110.625589369627,0
151,15048,1,0,1,1,46.058731,1,5.1020689,43,41,6,2,1,1,5,1,0,1,110.625589369627,0
151,15049,1,0,1,1,53.516228,1,7.2789679,64,59,4,0,0,1,6,1,1,1,110.625589369627,0
151,15049,1,0,1,1,53.516228,0,13.528487,63,58,4,0,0,1,6,1,1,1,110.625589369627,0
151,15054,1,0,1,1,49.53632,1,1.3885434,38,32,6,6,0,1,6,1,0,0,110.625589369627,0
151,15054,1,0,1,1,49.53632,0,11.047647,37,31,6,6,0,1,6,1,0,0,110.625589369627,0
151,15055,1,0,1,1,46.676971,0,15.52538,42,31,2,6,0,1,4,1,0,0,110.625589369627,0
151,15055,1,0,1,1,46.676971,1,7.2551489,42,32,2,6,0,1,4,1,0,0,110.625589369627,0
151,15059,1,0,1,1,52.395672,0,19.020733,53,48,3,0,0,1,3,1,0,1,110.625589369627,0
151,15059,1,0,1,1,52.395672,1,21.996943,54,48,3,0,0,1,3,1,0,1,110.625589369627,0
151,15060,1,0,1,1,52.009274,0,13.349941,53,46,6,4,0,1,6,1,1,2,110.625589369627,0
151,15060,1,0,1,1,52.009274,1,5.7067928,54,47,6,4,0,1,6,1,1,2,110.625589369627,0
151,15063,1,0,1,1,53.941269,0,16.39455,38,49,1,3,0,1,4,1,1,1,110.625589369627,0
151,15063,1,0,1,1,53.941269,1,15.60246,39,50,1,3,0,1,4,1,1,1,110.625589369627,0
151,15064,1,0,1,1,53.941269,1,21.973391,58,46,4,2,0,1,4,1,1,8,110.625589369627,0
151,15064,1,0,1,1,53.941269,0,18.699047,57,45,4,2,0,1,4,1,1,8,110.625589369627,0
151,15066,1,0,1,1,55.950542,1,18.188206,51,41,3,2,1,1,4,1,1,1,110.625589369627,0
151,15066,1,0,1,1,55.950542,0,18.913631,50,41,3,2,1,1,4,1,1,1,110.625589369627,0
151,15068,1,0,1,1,52.550232,1,9.8970938,46,36,6,6,0,1,6,1,1,1,110.625589369627,0
151,15068,1,0,1,1,52.550232,0,12.347358,45,35,6,6,0,1,6,1,1,1,110.625589369627,0
182,15069,1,0,1,1,47.044048,1,3.494858,40,40,6,6,0,1,9,1,1,3,104.565394075018,0
182,15069,1,0,1,1,47.044048,0,6.3210864,39,39,6,6,0,1,9,1,1,3,104.565394075018,0
182,15072,1,0,1,1,48.608963,0,16.329803,19,17,3,6,0,1,2,1,0,0,104.565394075018,0
182,15072,1,0,1,1,48.608963,1,27.317108,20,18,3,6,0,1,2,1,0,0,104.565394075018,0
182,15073,1,0,1,1,56.105099,0,19.073961,41,34,0,5,0,1,2,1,1,0,104.565394075018,0
182,15073,1,0,1,1,56.105099,1,18.414652,42,36,0,5,0,1,2,1,1,0,104.565394075018,0
182,15074,1,0,1,1,38.565689,0,11.226335,35,28,3,4,0,1,7,0,0,0,104.565394075018,0
182,15074,1,0,1,1,38.565689,1,0.99018878,36,29,3,4,0,1,7,0,0,0,104.565394075018,0
182,15076,1,0,1,1,47.527046,0,16.432695,56,40,0,2,0,1,4,1,1,2,104.565394075018,0
182,15076,1,0,1,1,47.527046,1,13.927669,57,42,0,2,0,1,4,1,1,2,104.565394075018,0
182,15078,1,0,1,1,52.318394,1,9.4701948,54,45,6,0,0,1,6,1,1,3,104.565394075018,0
182,15078,1,0,1,1,52.318394,0,13.471613,53,44,6,0,0,1,6,1,1,3,104.565394075018,0
182,15079,1,0,1,1,52.472954,0,17.096405,22,18,5,6,0,1,2,1,1,0,104.565394075018,0
182,15079,1,0,1,1,52.472954,1,16.506094,23,19,5,6,0,1,2,1,1,0,104.565394075018,0
182,15083,1,0,1,1,42.272026,1,0,33,33,4,5,0,1,5,1,0,0,104.565394075018,0
182,15083,1,0,1,1,42.272026,0,12.825208,33,32,4,5,0,1,5,1,0,0,104.565394075018,0
182,15084,1,0,1,1,52.434311,1,8.4603281,67,65,2,0,0,1,3,1,0,2,104.565394075018,0
182,15084,1,0,1,1,52.434311,0,19.473549,66,64,2,0,0,1,3,1,0,2,104.565394075018,0
182,15086,1,0,1,1,49.922722,0,13.520757,27,21,6,8,0,1,4,1,0,0,104.565394075018,0
182,15086,1,0,1,1,49.922722,1,6.7860212,28,22,6,8,0,1,4,1,0,0,104.565394075018,0
182,15088,1,0,1,1,54.173107,0,13.918097,36,34,6,3,0,1,6,0,0,1,104.565394075018,0
182,15088,1,0,1,1,54.173107,1,6.1390085,37,35,6,3,0,1,6,0,0,1,104.565394075018,0
182,15090,1,0,1,1,50.077278,0,12.306261,29,27,6,6,0,1,5,1,0,1,104.565394075018,0
182,15090,1,0,1,1,50.077278,1,1.9243405,30,28,6,6,0,1,5,1,0,1,104.565394075018,0
182,15093,1,0,1,1,51.275116,1,28.286156,22,23,6,1,0,1,3,1,1,0,104.565394075018,1
182,15093,1,0,1,1,51.275116,0,15.304188,21,22,6,1,0,1,3,1,1,0,104.565394075018,1
182,15094,1,0,1,1,54.336941,0,13.374747,57,57,3,2,0,1,6,1,1,1,104.565394075018,0
182,15094,1,0,1,1,54.336941,1,5.1279888,58,58,3,2,0,1,6,1,1,1,104.565394075018,1
182,15095,1,0,1,1,55.641422,0,23.330866,57,41,2,2,1,1,2,1,1,1,104.565394075018,0
182,15095,1,0,1,1,55.641422,1,13.912154,57,41,2,2,1,1,2,1,1,1,104.565394075018,1
182,15097,1,0,1,1,49.84544,1,9.9892244,54,49,0,0,0,1,3,1,1,3,104.565394075018,0
182,15097,1,0,1,1,49.84544,0,18.726458,53,48,0,0,0,1,3,1,1,3,104.565394075018,0
182,15098,1,0,1,1,45.749615,1,1.0509827,35,29,0,3,0,1,6,1,1,0,104.565394075018,0
182,15098,1,0,1,1,45.749615,0,10.008251,34,29,0,3,0,1,6,1,1,0,104.565394075018,0
182,15099,1,0,1,1,35.780525,1,0,43,33,2,3,0,1,8,1,1,1,104.565394075018,0
182,15099,1,0,1,1,35.780525,0,7.8789678,42,32,2,3,0,1,8,1,1,1,104.565394075018,0
182,15101,1,0,1,1,52.202473,0,15.135403,50,51,4,2,0,1,5,1,1,1,104.565394075018,1
182,15101,1,0,1,1,52.202473,1,1.1885798,51,52,4,2,0,1,5,1,1,1,104.565394075018,0
182,15102,1,0,1,1,57.341576,0,22.395401,29,25,12,6,0,1,2,1,1,0,104.565394075018,0
182,15102,1,0,1,1,57.341576,1,29.557484,31,26,12,6,0,1,2,1,1,0,104.565394075018,0
182,15103,1,0,1,1,49.922722,0,11.614326,38,37,3,0,0,1,6,1,0,1,104.565394075018,0
182,15103,1,0,1,1,49.922722,1,11.447171,39,38,3,0,0,1,6,1,0,1,104.565394075018,0
182,15106,1,0,1,1,49.459042,1,0,24,21,6,0,0,1,4,1,1,0,104.565394075018,0
182,15106,1,0,1,1,49.459042,0,13.276979,23,20,6,0,0,1,4,1,1,0,104.565394075018,0
182,15109,1,0,1,1,50.695518,0,12.308088,55,56,0,0,0,1,6,1,1,1,104.565394075018,0
182,15109,1,0,1,1,50.695518,1,0,56,57,0,0,0,1,6,1,1,1,104.565394075018,0
182,15110,1,0,1,1,52.086552,0,23.195398,61,41,0,2,0,1,2,1,1,0,104.565394075018,0
182,15110,1,0,1,1,52.086552,1,13.106225,62,41,0,2,0,1,2,1,1,0,104.565394075018,0
182,15112,1,0,1,1,53.554867,1,12.030656,62,41,0,2,0,1,4,1,1,1,104.565394075018,0
182,15112,1,0,1,1,53.554867,0,19.272827,61,41,0,2,0,1,4,1,1,1,104.565394075018,0
182,15114,1,0,1,1,44.049458,0,15.684107,34,36,5,3,0,1,4,1,1,1,104.565394075018,0
182,15114,1,0,1,1,44.049458,1,0,35,37,5,3,0,1,4,1,1,1,104.565394075018,0
182,15116,1,0,1,1,56.414219,1,3.1554415,55,41,2,2,1,1,4,1,1,0,104.565394075018,0
182,15116,1,0,1,1,56.414219,0,18.921247,54,41,2,2,1,1,4,1,1,0,104.565394075018,0
182,15117,1,0,1,1,38.021637,1,0,38,37,6,0,0,1,7,1,0,0,104.565394075018,0
182,15117,1,0,1,1,38.021637,0,9.3782625,38,37,6,0,0,1,7,1,0,0,104.565394075018,0
182,15122,1,0,1,1,51.545593,1,5.3337746,34,30,6,6,0,1,8,1,0,0,104.565394075018,0
182,15122,1,0,1,1,51.545593,0,6.3865876,32,29,6,6,0,1,8,1,0,0,104.565394075018,1
111,15146,0,0,0,0,46.676971,1,21.245661,38,31,3,0,0,0,4,1,0,0,88.8191658349853,0
111,15146,0,0,0,0,46.676971,0,17.658701,37,30,3,0,0,0,4,1,0,0,88.8191658349853,0
111,15147,0,0,0,0,53.323029,0,19.427227,54,49,2,0,0,0,4,1,0,0,88.8191658349853,0
111,15147,0,0,0,0,53.323029,1,17.208193,55,50,2,0,0,0,4,1,0,0,88.8191658349853,0
111,15148,0,0,0,0,52.395672,0,15.097846,32,26,1,6,0,0,5,1,0,1,88.8191658349853,0
111,15148,0,0,0,0,52.395672,1,11.34104,33,27,1,6,0,0,5,1,0,1,88.8191658349853,0
111,15149,0,0,0,0,51.352394,1,34.729263,53,51,1,1,0,0,5,1,1,0,88.8191658349853,0
111,15149,0,0,0,0,51.352394,0,17.630802,52,50,1,1,0,0,5,1,1,0,88.8191658349853,0
111,15151,0,0,0,0,37.944359,1,11.248382,38,31,3,1,0,0,7,1,0,0,88.8191658349853,0
111,15151,0,0,0,0,37.944359,0,11.516868,37,30,3,1,0,0,7,1,0,0,88.8191658349853,0
111,15152,0,0,0,0,57.959816,1,21.003622,61,47,3,0,0,0,10,1,1,2,88.8191658349853,0
111,15152,0,0,0,0,57.959816,0,7.9739046,60,46,3,0,0,0,10,1,1,2,88.8191658349853,0
111,15154,0,0,0,0,48.570324,0,16.895287,68,67,0,0,0,0,5,1,0,2,88.8191658349853,0
111,15154,0,0,0,0,48.570324,1,16.669544,69,68,0,0,0,0,5,1,0,2,88.8191658349853,0
111,15155,0,0,0,0,50.965996,0,16.532476,50,50,0,0,0,0,5,1,1,0,88.8191658349853,0
111,15155,0,0,0,0,50.965996,1,14.779698,51,51,0,0,0,0,5,1,1,0,88.8191658349853,0
111,15156,0,0,0,0,57.496136,0,8.0155144,49,45,2,2,0,0,11,1,1,16,88.8191658349853,0
111,15156,0,0,0,0,57.496136,1,24.21369,50,46,2,2,0,0,11,1,1,16,88.8191658349853,0
