cust_id,deny,pirat,hirat,lvrat,chist,mhist,phist,unemp,selfemp,insurance,condomin,race,single,hschool
611,1,0.14,0.09,0.86989412,1,2,no,3.599999905,no,no,no,White,no,yes
612,1,0.26,0.16,0.135135135,1,1,no,3.599999905,yes,no,no,White,no,yes
613,1,0.43,0.33,0.35,2,1,no,3.900000095,no,no,no,White,no,yes
614,1,0.47,0.18,1,1,1,no,10.60000038,no,no,no,White,no,yes
615,1,0.25,0.13,0.8,2,1,no,3.900000095,no,no,no,African-American,no,yes
616,1,0.3,0.3,0.78125,1,1,no,3.900000095,no,no,no,White,no,yes
617,1,0.27,0.25,0.695652174,6,2,no,3.599999905,no,no,no,White,no,yes
618,1,0.36,0.2,0.388888889,1,1,no,3.900000095,no,no,no,White,no,yes
619,1,0.248999996,0.155,0.236486486,2,4,no,1.799999952,no,no,no,White,no,yes
620,1,0.216000004,0.133000002,0.518518519,3,1,no,3.099999905,no,no,no,White,no,yes
621,0,1.16,0.74,0.752688172,1,2,no,4.300000191,no,no,no,White,no,yes
622,1,0.36,0.22,0.615384615,3,1,no,3.200000048,yes,no,no,White,no,yes
623,1,0.277999992,0.162000008,0.4,5,2,no,1.799999952,no,no,no,White,no,yes
624,1,0.32,0.23,0.744827586,2,2,no,4.300000191,no,no,no,White,no,yes
625,1,0.287999992,0.206000004,0.747826087,2,2,no,3.200000048,no,no,no,White,no,yes
626,1,0.482999992,0.340999985,0.746666667,2,1,no,4.300000191,yes,no,no,White,no,yes
627,1,0.312000008,0.227000008,0.631578947,2,2,no,10.60000038,no,no,no,White,no,yes
628,1,0.297000008,0.222000008,0.574468085,1,1,no,3.200000048,no,no,no,White,yes,yes
629,1,0.344000015,0.344000015,0.7,1,2,no,3.200000048,no,no,no,White,yes,yes
630,1,0.362000008,0.262000008,0.490196078,2,2,no,3.099999905,no,no,no,White,no,yes
631,1,0.285,0.285,0.586797066,2,2,no,4.300000191,no,no,no,White,no,yes
632,1,0.322999992,0.263999996,0.75,2,1,no,3.200000048,no,no,no,White,no,yes
633,1,0.404000015,0.178999996,0.799145299,1,1,no,3.200000048,yes,no,no,White,no,yes
634,1,0.316000004,0.215,0.896226415,1,2,no,3.099999905,no,no,no,African-American,no,yes
635,1,0.287999992,0.287999992,0.740740741,4,2,no,3.200000048,no,no,no,White,yes,yes
636,1,0.357999992,0.316000004,0.6875,1,2,no,3.200000048,no,no,no,White,no,yes
637,1,0.29,0.29,0.74,1,1,no,3.900000095,no,no,no,White,no,yes
638,1,0.35,0.31,0.900900901,2,2,no,3.900000095,no,no,no,White,no,yes
639,1,0.34,0.23,0.775757576,2,1,yes,3.900000095,no,no,no,White,no,yes
640,1,0.36,0.3,0.745454545,1,2,no,3.099999905,no,no,no,White,no,yes
641,0,0.27,0.22,0.725609756,6,2,yes,10.60000038,no,no,no,White,no,yes
642,0,0.45,0.29,0.887804878,6,2,yes,2,no,no,no,African-American,no,yes
643,1,0.32,0.22,0.85,6,4,no,1.799999952,no,no,no,White,no,yes
644,1,0.33,0.31,0.785714286,1,2,no,3.099999905,no,no,no,White,yes,yes
645,1,0.46,0.3,0.851612903,6,2,yes,3.200000048,no,no,yes,White,no,yes
646,1,0.35,0.35,0.802197802,1,2,no,1.799999952,no,no,yes,White,yes,yes
647,1,0.35,0.31,0.774193548,6,2,no,3.200000048,no,no,no,White,yes,yes
648,1,0.39,0.28,0.698412698,1,2,no,4.300000191,yes,no,yes,White,no,yes
649,1,0.46,0.31,0.615384615,2,2,no,3.900000095,no,no,no,White,no,yes
650,1,0.38,0.26,0.790697674,1,2,no,1.799999952,no,no,no,White,no,yes
651,1,0.27,0.27,0.8,2,2,no,3.900000095,no,no,no,White,no,yes
652,1,0.38,0.31,0.788059701,2,1,no,1.799999952,no,no,no,White,no,yes
653,1,0.22,0.21,0.451612903,1,1,no,2,no,no,no,White,no,yes
654,1,0.38,0.29,0.84516129,2,2,no,3.200000048,no,no,yes,White,yes,yes
655,1,0.37,0.28,0.684210526,1,2,no,3.099999905,no,no,no,White,no,yes
656,1,0.37,0.32,0.853846154,1,2,no,3.900000095,no,no,no,White,no,yes
657,1,0.28,0.28,0.76,2,1,no,1.799999952,no,no,no,White,no,yes
658,1,0.25,0.21,0.692307692,1,2,no,3.099999905,no,no,no,White,yes,yes
659,1,0.26,0.23,0.208333333,1,1,no,3.200000048,no,no,no,White,no,yes
660,1,0.27,0.22,0.9375,1,2,no,4.300000191,no,no,no,White,no,yes
661,1,0.38,0.31,0.715384615,1,1,no,3.200000048,no,no,yes,White,yes,yes
662,1,0.35,0.32,0.751515152,1,2,no,2,no,no,no,White,no,yes
663,1,0.25,0.23,0.798245614,5,1,no,3.200000048,no,no,no,White,no,yes
664,1,0.38,0.32,0.796261682,2,1,no,3.900000095,no,no,no,White,no,yes
665,1,0.37,0.22,0.875,1,1,no,1.799999952,no,no,no,White,no,yes
666,1,0.27,0.26,0.620689655,2,1,no,3.900000095,no,no,no,White,yes,yes
667,1,0.24,0.22,0.787564767,2,2,no,3.200000048,no,no,no,White,no,yes
668,1,0.36,0.27,0.675,1,4,no,10.60000038,no,no,no,White,no,yes
669,1,0.23,0.23,0.619469027,1,1,no,1.799999952,no,no,no,White,yes,yes
670,1,0.33,0.31,0.713333333,1,2,no,10.60000038,no,no,no,White,no,yes
671,1,0.28,0.28,0.6,1,1,no,3.200000048,yes,no,no,White,no,yes
672,1,0.33,0.18,0.757575758,3,1,no,3.099999905,no,no,no,White,yes,yes
673,0,0.37,0.29,0.953333333,3,2,no,4.300000191,yes,yes,no,White,yes,yes
674,1,0.32,0.24,0.918518519,2,2,no,3.200000048,no,no,no,White,no,yes
675,1,0.27,0.27,0.696721311,1,2,no,3.900000095,no,no,no,White,yes,yes
676,1,0.28,0.28,0.951388889,1,2,no,4.300000191,no,no,no,White,no,yes
677,1,0.39,0.3,0.952380952,1,2,no,3.099999905,no,no,no,White,no,yes
678,1,0.38,0.31,0.938931298,5,2,no,3.200000048,no,no,no,White,no,yes
679,1,0.38,0.34,0.8,1,1,no,10.60000038,no,no,no,White,no,yes
680,0,0.38,0.31,0.947826087,1,2,no,3.200000048,no,yes,yes,White,yes,yes
681,0,0.3,0.25,0.904,6,2,no,2,no,no,no,African-American,no,yes
682,1,0.39,0.25,0.857142857,6,2,no,2,no,no,no,African-American,no,yes
683,1,0.34,0.22,0.63197026,1,2,no,3.099999905,no,no,no,White,no,yes
684,1,0.19,0.17,0.340425532,1,2,no,3.200000048,yes,no,no,White,no,yes
685,1,0.34,0.26,0.575384615,6,3,yes,3.099999905,no,no,no,White,no,yes
686,1,0.33,0.32,0.518134715,1,2,no,3.200000048,no,no,no,White,yes,yes
687,1,0.31,0.19,0.75,5,2,no,4.300000191,yes,no,yes,White,no,yes
688,1,0.29,0.28,0.8,1,2,no,3.900000095,no,no,yes,African-American,no,yes
689,1,0.2,0.2,0.409356725,4,2,no,3.200000048,no,no,no,White,no,yes
690,1,0.45,0.34,0.545454545,5,2,no,3.200000048,no,no,no,White,no,yes
691,1,0.32,0.27,0.788888889,1,2,no,3.200000048,no,no,yes,White,no,yes
692,1,0.2,0.09,0.777777778,1,1,no,3.200000048,yes,no,yes,White,no,yes
693,1,0.27,0.19,0.796511628,1,1,no,3.200000048,yes,no,no,White,no,yes
694,1,0.13,0.11,0.354166667,1,2,no,1.799999952,no,no,no,White,yes,yes
695,1,0.15,0.07,0.857142857,1,1,no,1.799999952,yes,no,yes,White,no,yes
696,1,0.1,0.02,0.8,1,1,no,3.200000048,yes,no,no,White,no,yes
697,1,0.38,0.24,0.562913907,1,2,no,10.60000038,no,no,no,White,no,yes
698,1,0.22,0.13,0.793814433,1,1,no,3.900000095,no,no,yes,White,no,yes
699,1,0.22,0.21,0.603351955,1,1,no,4.300000191,yes,no,no,White,no,yes
700,1,0.13,0.12,0.8,1,2,no,3.200000048,yes,no,yes,White,no,yes
701,1,0.07,0.04,0.512195122,1,1,no,3.900000095,no,no,yes,White,yes,yes
702,0,0.36,0.3,0.591054313,1,1,no,3.099999905,no,no,no,White,yes,yes
703,0,0.36,0.3,0.591054313,1,1,no,3.099999905,no,no,no,White,yes,yes
704,1,0.246499996,0.244699993,0.795652174,1,1,no,3.200000048,no,no,no,White,no,yes
705,1,0.218999996,0.168999996,0.581818182,1,1,no,3.900000095,no,no,no,White,no,yes
706,0,0.312999992,0.213999996,0.942857143,5,2,no,3.900000095,no,yes,no,White,no,yes
707,1,0.377000008,0.288999996,0.753012048,1,1,no,10.60000038,yes,no,no,White,no,yes
708,1,0.121000004,0.074000001,0.767123288,1,1,no,1.799999952,yes,no,yes,White,yes,yes
709,1,0.318999996,0.28,0.754098361,1,1,no,3.200000048,no,no,yes,White,no,yes
710,1,0.357000008,0.278999996,0.697761194,1,2,no,4.300000191,no,no,no,White,no,yes
711,1,0.377999992,0.213999996,0.76146789,1,1,no,3.200000048,yes,no,yes,White,yes,yes
712,1,0.292999992,0.202999992,0.897727273,1,2,no,4.300000191,no,no,no,White,no,yes
713,1,0.380999985,0.297000008,0.771812081,1,2,no,4.300000191,no,no,yes,White,no,yes
714,1,0.232999992,0.2,0.68597561,1,1,no,3.200000048,no,no,yes,White,yes,yes
715,1,0.287000008,0.271000004,0.555555556,1,1,no,2,no,no,no,White,yes,yes
716,1,0.245,0.212999992,0.704225352,1,3,no,3.200000048,yes,no,no,White,no,yes
717,1,0.295,0.213999996,0.897435897,2,2,no,10.60000038,no,no,no,White,no,yes
718,1,0.392999992,0.187999992,0.766423358,1,2,no,3.200000048,no,no,no,White,no,yes
719,1,0.33,0.29,0.649350649,5,2,no,3.099999905,no,no,no,White,no,yes
720,1,0.297999992,0.258999996,0.178571429,1,2,no,3.200000048,no,no,no,White,no,yes
721,1,0.402999992,0.344000015,0.798107256,1,1,no,3.200000048,no,no,no,White,no,yes
722,1,0.385999985,0.301000004,0.862068966,1,2,no,3.200000048,no,no,no,White,no,yes
723,0,0.382000008,0.222999992,0.95,6,2,no,3.200000048,no,no,no,African-American,yes,yes
724,1,0.352000008,0.267000008,0.627615063,1,1,no,3.200000048,no,no,yes,White,no,yes
725,1,0.306000004,0.206000004,0.571428571,1,2,no,3.200000048,no,no,no,White,yes,yes
726,1,0.400099983,0.311299992,0.767045455,1,2,no,2,no,no,no,White,no,yes
727,1,0.27,0.232000008,0.94488189,1,2,no,3.099999905,no,no,no,White,no,yes
728,1,0.385,0.23,0.800539084,1,2,no,3.200000048,no,no,yes,White,yes,yes
729,1,0.212000008,0.177000008,0.875486381,1,2,no,3.200000048,no,no,no,White,no,yes
730,1,0.175,0.11,0.790540541,2,1,no,3.099999905,no,no,yes,White,no,yes
731,1,0.299599991,0.276399994,0.42962963,1,2,no,4.300000191,no,no,yes,White,yes,yes
732,1,0.257999992,0.252000008,0.75,1,1,no,3.900000095,no,no,no,White,no,yes
733,1,0.266000004,0.261000004,0.411522634,1,1,no,2,no,no,no,White,no,yes
734,1,0.242999992,0.155,0.58436214,1,1,no,3.200000048,no,no,yes,White,yes,yes
735,1,0.155,0.133000002,0.8,5,1,no,3.200000048,no,no,yes,White,no,yes
736,1,0.3,0.125,0.8,2,1,no,5.300000191,no,no,no,White,no,yes
737,1,0.399000015,0.312000008,0.574712644,1,3,no,3.900000095,no,no,no,White,no,yes
738,1,0.247399998,0.227800007,0.797356828,1,2,no,3.900000095,no,no,no,White,yes,yes
739,1,0.395,0,0.784313725,5,1,no,1.799999952,yes,no,yes,African-American,no,yes
740,1,0.36,0.2,0.8,1,2,no,2,no,no,no,White,yes,yes
741,0,0.43,0.43,0.64231738,1,1,no,3.099999905,yes,no,no,White,no,yes
742,1,0.39,0.19,0.8,1,1,no,5.300000191,no,no,no,White,no,yes
743,1,0.33,0.27,0.75862069,1,2,no,3.200000048,no,no,no,White,no,yes
744,1,0.35,0.2,0.620689655,1,1,no,10.60000038,yes,no,yes,White,no,yes
745,1,0.33,0.26,0.8,2,2,no,2,no,no,no,White,no,yes
746,1,0.43,0.32,0.316091954,1,2,no,4.300000191,no,no,no,White,no,yes
747,1,0.29,0.28,0.625,1,2,no,3.099999905,no,no,no,White,yes,yes
748,1,0.28,0.24,0.78358209,1,2,no,3.200000048,no,no,no,White,no,yes
749,1,0.4,0.18,0.604166667,1,2,no,3.099999905,no,no,no,White,yes,yes
750,1,0.37,0.22,0.786885246,3,2,no,3.900000095,no,no,no,White,no,yes
751,1,0.33,0.33,0.512820513,3,2,no,3.200000048,no,no,no,White,no,yes
752,1,0.28,0.24,0.796875,1,1,no,1.799999952,no,no,no,White,no,yes
753,1,0.36,0.31,0.631067961,1,1,no,10.60000038,no,no,no,White,no,yes
754,1,0.45,0.18,0.87,1,1,yes,8.899999619,yes,no,no,White,yes,yes
755,1,0.3,0.13,0.5,1,1,no,3.099999905,no,no,no,White,no,yes
756,1,0.38,0.21,0.353982301,1,1,no,3.900000095,yes,no,no,White,yes,yes
757,1,0.29,0.29,0.333333333,1,1,no,3.099999905,no,no,no,White,yes,yes
758,1,0.33,0.31,0.576923077,1,1,no,3.900000095,yes,no,no,White,no,yes
759,1,0.21,0.21,0.462962963,1,1,yes,3.200000048,no,no,no,White,no,yes
760,1,0.31,0.22,0.712328767,1,2,no,1.799999952,no,no,yes,African-American,no,yes
761,1,0.19,0.19,0.663366337,1,2,no,3.200000048,no,no,yes,African-American,yes,yes
762,1,0.36,0.36,0.611111111,2,2,no,3.200000048,no,no,yes,African-American,yes,yes
763,1,0.35,0.28,0.688372093,1,2,no,1.799999952,no,no,yes,African-American,no,yes
764,1,0.37,0.28,0.887323944,5,2,no,3.900000095,no,no,no,African-American,yes,yes
765,1,0.34,0.28,0.792307692,2,2,no,3.200000048,no,no,no,White,yes,yes
766,1,0.33,0.27,0.8,2,2,no,3.200000048,no,no,yes,White,no,yes
767,1,0.31,0.3,0.470238095,1,2,no,3.200000048,no,no,no,White,yes,yes
768,1,0.345800018,0.345800018,0.565217391,1,1,no,3.200000048,no,no,yes,White,yes,yes
769,1,0.42,0.32,0.940909091,2,2,no,4.300000191,yes,no,no,African-American,no,yes
770,1,0.38,0.28,1,5,2,no,3.200000048,no,no,yes,African-American,yes,yes
771,1,0.35,0.26,0.615384615,2,2,no,3.099999905,no,no,yes,African-American,yes,yes
772,1,0.33,0.27,0.605769231,3,2,no,3.200000048,no,no,yes,White,yes,yes
773,1,0.24,0.24,0.884615385,3,2,no,3.900000095,no,no,yes,African-American,no,yes
774,1,0.280900002,0.239699993,0.876190476,1,2,no,1.799999952,no,no,yes,African-American,yes,yes
775,1,0.32,0.32,0.732283465,1,2,no,2,no,no,yes,White,yes,yes
776,1,0.16,0.1,0.72,2,1,no,3.200000048,no,no,no,African-American,no,yes
777,1,0.25,0.13,0.8,1,1,no,1.799999952,yes,no,no,African-American,no,yes
778,1,0.35,0.32,0.8,1,2,no,3.200000048,yes,no,yes,White,yes,yes
779,1,0.38,0.3,0.523529412,1,2,no,3.200000048,no,no,yes,African-American,yes,yes
780,1,0.32,0.31,0.80952381,1,2,no,3.200000048,no,no,yes,African-American,yes,yes
781,1,0.35,0.23,0.772727273,2,2,no,3.200000048,no,no,no,African-American,yes,yes
782,1,0.27,0.2,0.721461187,1,2,no,3.200000048,no,no,no,African-American,yes,no
783,1,0.25,0.22,0.904761905,1,2,no,3.900000095,no,no,yes,African-American,no,yes
784,1,0.29,0.22,1.013986014,3,2,no,3.099999905,no,no,yes,African-American,no,yes
785,1,0.271200008,0.271200008,0.647619048,4,2,no,3.200000048,no,no,yes,African-American,yes,yes
786,1,0.32,0.27,0.847619048,1,2,no,2,no,no,yes,African-American,yes,yes
787,1,0.31,0.19,0.771428571,2,2,no,3.200000048,no,no,no,African-American,yes,yes
788,1,0.37,0.23,0.819047619,2,2,no,3.900000095,no,no,yes,African-American,yes,yes
789,1,0.58,0.58,0.819047619,4,2,no,3.200000048,no,no,yes,African-American,yes,yes
790,1,0.33,0.27,0.859813084,2,2,no,3.599999905,no,no,yes,African-American,no,yes
791,1,0.16,0.12,0.840625,2,1,no,3.200000048,no,no,no,African-American,yes,yes
792,1,0.38,0.31,0.8,3,2,no,3.200000048,no,no,yes,African-American,yes,yes
793,1,0.34,0.31,0.727272727,3,2,no,1.799999952,no,no,no,African-American,no,yes
794,0,0.39,0.26,0.934371508,2,2,no,3.200000048,no,no,no,African-American,no,yes
795,0,0.45,0.2,0.948453608,1,2,no,3.200000048,no,no,no,African-American,no,no
796,0,0.51,0.41,0.941176471,1,2,no,5.300000191,no,no,no,African-American,yes,yes
797,0,0.43,0.33,0.794392523,6,2,yes,3.200000048,no,no,yes,African-American,no,no
798,0,0.31,0.27,0.80952381,6,2,no,3.200000048,no,yes,yes,African-American,yes,yes
799,0,0.46,0.33,0.315789474,4,2,no,1.799999952,no,no,no,African-American,yes,yes
800,0,0.24,0.24,0.97826087,5,2,yes,10.60000038,no,no,no,African-American,yes,yes
801,1,0.22,0.19,1.95,2,1,no,3.200000048,no,yes,yes,African-American,no,yes
802,0,0.22,0.19,0.95,2,1,no,4.300000191,no,yes,yes,African-American,no,yes
803,0,0.18,0.05,0.1875,1,2,no,2,no,no,yes,African-American,yes,yes
804,0,0.66,0.31,0.902564103,2,2,no,3.200000048,no,no,yes,White,yes,yes
805,0,0.59,0.24,0.941176471,3,2,no,10.60000038,no,yes,yes,African-American,no,yes
806,0,0.35,0.32,0.940594059,3,2,yes,3.900000095,no,yes,yes,African-American,yes,yes
807,0,0.52,0.51,0.949640288,4,2,no,3.200000048,no,yes,no,African-American,yes,yes
808,0,0.42,0.27,0.878571429,3,2,no,3.200000048,no,yes,no,African-American,no,yes
809,0,0.41,0.34,0.993873425,3,2,yes,3.200000048,no,yes,no,African-American,no,yes
810,0,0.49,0.33,0.623762376,1,2,no,3.200000048,no,yes,yes,African-American,no,yes
811,0,0.46,0.36,0.714285714,2,2,no,3.200000048,no,no,yes,African-American,no,yes
812,0,0.25,0.19,0.448,1,2,no,1.799999952,no,no,no,African-American,yes,yes
813,0,0.39,0.28,0.752688172,5,2,yes,2,no,yes,yes,African-American,yes,yes
814,0,0.41,0.34,0.859375,5,2,no,2,no,yes,no,White,no,yes
815,0,0.26,0.26,0.75,4,2,no,3.200000048,no,no,yes,African-American,yes,yes
816,0,0.36,0.25,0.85,5,2,no,3.200000048,no,no,yes,African-American,yes,yes
817,0,0.39,0.34,0.897097625,5,2,no,3.200000048,no,no,no,African-American,yes,yes
818,0,0.36,0.26,0.857142857,5,2,yes,3.900000095,no,no,yes,African-American,yes,yes
819,0,0.252999992,0.237000008,0.817307692,6,2,yes,3.900000095,no,yes,yes,African-American,yes,yes
820,0,0.83,0.49,0.945578231,5,2,no,3.900000095,no,no,no,African-American,yes,yes
821,0,0.34,0.23,0.976470588,1,2,no,2,no,yes,no,African-American,no,yes
822,1,0.26,0.26,0.552147239,1,2,no,3.200000048,no,no,no,White,no,yes
823,0,0.28,0.23,0.830769231,2,2,no,3.200000048,yes,yes,no,White,yes,yes
824,0,0.34,0.28,0.803571429,1,2,no,5.300000191,no,no,no,White,yes,yes
825,1,0.37,0.23,0.696721311,1,1,no,3.200000048,no,no,no,White,yes,yes
826,0,0.23,0.18,0.608391608,2,1,no,10.60000038,yes,no,no,White,no,yes
827,1,0.31,0.26,0.818181818,1,2,no,3.200000048,no,no,no,White,no,yes
828,1,0.36,0.27,0.646017699,1,1,no,3.200000048,no,no,no,White,no,yes
829,1,0.41,0.4,0.734693878,1,2,no,10.60000038,no,no,no,White,no,yes
830,1,0.31,0.3,0.798387097,1,2,no,3.200000048,no,no,no,White,yes,yes
831,1,0.44,0.4,0.67357513,2,1,no,5.300000191,no,no,no,White,no,yes
832,1,0.37,0.28,0.224719101,2,1,no,1.799999952,no,no,no,White,no,yes
833,1,0.39,0.31,0.5,1,1,no,3.200000048,no,no,no,White,no,yes
834,1,0.38,0.28,0.666666667,3,1,no,10.60000038,no,no,no,White,no,yes
835,1,0.45,0.21,0.307692308,3,1,no,4.300000191,no,no,yes,White,yes,yes
836,1,0.34,0.31,0.636942675,1,2,no,2,no,no,no,White,no,yes
837,1,0.34,0.22,0.8,3,1,no,3.099999905,no,no,yes,White,yes,yes
838,1,0.36,0.32,0.669966997,1,2,no,3.200000048,no,no,no,White,no,yes
839,0,0.54,0.47,0.956140351,6,2,yes,3.200000048,no,no,no,White,no,yes
840,1,0.35,0.22,0.8,1,1,no,3.200000048,no,no,yes,White,no,yes
841,1,0.33,0.22,0.795348837,5,2,no,3.200000048,no,no,no,White,no,yes
842,1,0.35,0.3,0.795348837,1,1,no,5.300000191,no,no,no,White,no,yes
843,1,0.31,0.28,0.652849741,1,3,no,3.900000095,no,no,no,White,no,yes
844,0,0.25,0.22,0.797546012,3,2,no,3.200000048,no,no,no,White,no,yes
845,1,0.37,0.27,0.811594203,6,2,no,3.900000095,no,yes,no,White,no,yes
846,1,0.27,0.26,0.893939394,1,2,no,10.60000038,no,no,no,White,no,yes
847,1,0.27,0.2,0.426470588,1,1,no,3.900000095,no,no,no,White,no,yes
848,1,0.36,0.28,0.793103448,1,2,no,5.300000191,no,no,no,White,no,yes
849,1,0.21,0.18,0.6,1,1,no,3.200000048,no,no,no,White,no,yes
850,1,0.3,0.23,0.9,1,2,no,3.200000048,no,no,no,White,yes,yes
851,1,0.34,0.26,0.878571429,6,2,no,3.200000048,no,no,no,White,no,yes
852,1,0.29,0.24,0.795,1,2,no,3.200000048,yes,no,no,White,no,yes
853,1,0.4,0.22,0.944,6,2,no,3.099999905,no,no,no,White,yes,yes
854,1,0.3,0.23,0.73125,1,2,no,3.200000048,no,no,no,White,no,yes
855,1,0.26,0.26,0.18852459,1,2,no,4.300000191,no,no,no,White,yes,yes
856,1,0.28,0.28,0.902857143,1,1,no,3.099999905,no,no,no,White,no,yes
857,1,0.39,0.23,0.655737705,5,1,no,3.200000048,no,no,no,White,no,yes
858,1,0.22,0.156999998,0.887417219,1,1,no,3.200000048,no,no,yes,White,no,yes
859,1,0.281000004,0.221000004,0.589285714,1,2,no,3.099999905,no,no,no,White,no,yes
860,1,0.35,0.302999992,0.883870968,5,2,no,5.300000191,no,no,no,White,no,yes
861,1,0.362000008,0.276000004,0.947368421,1,1,no,10.60000038,no,no,no,White,no,yes
862,1,0.344799995,0.2125,0.9,1,1,no,1.799999952,no,no,yes,White,yes,yes
863,1,0.364000015,0.276000004,0.925742574,1,1,no,3.200000048,yes,no,no,White,no,yes
864,1,0.176000004,0.172999992,0.764444444,1,2,no,3.900000095,no,no,no,White,no,yes
865,1,0.374000015,0.317199993,0.933333333,1,2,no,1.799999952,no,no,no,White,no,yes
866,1,0.359000015,0.342000008,0.842105263,2,1,no,3.099999905,no,no,no,White,no,yes
867,1,0.283999996,0.253999996,0.357512953,1,2,no,3.200000048,no,no,no,White,yes,yes
868,1,0.336100006,0.3175,0.79245283,1,2,no,3.900000095,no,no,no,White,yes,yes
869,1,0.255,0.171000004,0.791489362,5,1,yes,3.900000095,no,no,no,African-American,no,no
870,1,0.311100006,0.300799999,0.9,2,2,no,3.200000048,no,no,no,White,yes,yes
871,1,0.325999985,0.268999996,0.930232558,1,2,no,2,no,no,no,White,no,yes
872,1,0.328100014,0.3075,0.797101449,1,2,no,3.200000048,no,no,yes,White,yes,yes
873,1,0.38,0.3,0.738255034,1,1,no,3.900000095,no,no,no,White,no,yes
874,1,0.322000008,0.312999992,0.8,1,2,no,3.200000048,no,no,no,White,no,yes
875,0,0.316000004,0.212000008,0.661764706,5,2,no,3.200000048,no,no,no,White,no,yes
876,1,0.225,0.221000004,0.966292135,1,2,no,3.099999905,no,no,yes,White,yes,yes
877,1,0.223600006,0.216900005,0.943181818,1,2,no,2,no,no,yes,White,yes,yes
878,1,0.222999992,0.222999992,0.6875,1,2,no,2,no,no,no,White,yes,yes
879,1,0.168999996,0.11,0.943181818,2,2,no,3.200000048,no,no,yes,White,yes,yes
880,1,0.422000008,0.370999985,0.705202312,2,2,no,3.200000048,yes,no,no,White,yes,yes
881,1,0.326199989,0.198899994,0.384615385,1,1,no,5.300000191,no,no,no,White,no,yes
882,1,0.318999996,0.282000008,0.5,1,1,no,3.099999905,no,no,no,White,no,yes
883,1,0.44,0.32,0.65034965,1,2,no,4.300000191,yes,no,no,White,yes,yes
884,1,0.382000008,0.266000004,0.8,6,2,no,3.200000048,no,no,no,African-American,no,yes
885,1,0.303999996,0.245,0.879518072,1,2,no,3.200000048,no,no,no,White,no,yes
886,1,0.34,0.18,0.294117647,2,1,yes,10.60000038,yes,no,no,White,yes,yes
887,1,0.322000008,0.215,0.787234043,2,2,no,3.099999905,no,no,no,White,yes,yes
888,1,0.379000015,0.318999996,0.794871795,1,2,no,3.099999905,no,no,no,White,no,yes
889,1,0.65,0.44,0.571428571,1,1,yes,3.200000048,yes,no,no,White,no,yes
890,1,0.318999996,0.311599998,0.583333333,6,2,no,3.200000048,no,no,yes,White,yes,yes
891,1,0.4075,0.298999996,0.704347826,1,2,no,3.900000095,no,no,no,White,no,yes
892,1,0.359199982,0.295,0.873015873,1,2,no,3.099999905,no,no,no,White,yes,yes
893,1,0.195599995,0.145100002,0.5625,1,1,no,3.200000048,no,no,no,White,no,yes
894,1,0.296000004,0.27,0.699481865,6,2,no,3.200000048,no,no,no,White,yes,yes
895,1,0.357000008,0.298999996,0.921568627,1,1,no,3.099999905,no,no,no,White,yes,yes
896,1,0.362000008,0.217000008,0.947826087,1,2,no,3.200000048,no,no,no,White,yes,yes
897,1,0.306000004,0.277999992,0.711864407,5,2,no,3.200000048,no,no,yes,White,yes,yes
898,1,0.275,0.256000004,0.9,1,2,no,3.200000048,no,no,no,White,yes,yes
899,1,0.307399998,0.302299995,0.575384615,1,1,no,3.099999905,no,no,no,White,no,yes
900,1,0.324000015,0.262999992,0.754385965,1,1,no,3.200000048,yes,no,no,White,yes,yes
901,1,0.227999992,0.227999992,0.290697674,1,1,no,4.300000191,no,no,no,White,no,yes
902,1,0.374900017,0.307099991,0.878431373,1,1,no,3.099999905,no,no,no,African-American,no,yes
903,1,0.402999992,0.241000004,0.524444444,1,1,no,3.200000048,no,no,no,White,no,yes
904,1,0.454000015,0.166000004,0.666666667,2,1,no,10.60000038,no,no,no,White,no,yes
905,1,0.277999992,0.167000008,0.511627907,1,1,no,3.099999905,no,no,no,White,no,yes
906,1,0.287299995,0.251399994,0.761904762,1,1,no,3.200000048,no,no,no,White,no,yes
907,1,0.266000004,0.212000008,0.89,1,2,no,2,no,no,no,White,no,yes
908,1,0.334000015,0.268999996,0.89047619,1,2,no,1.799999952,no,no,no,White,yes,yes
909,1,0.173999996,0.17,0.429885057,2,2,no,3.200000048,no,no,no,White,yes,yes
910,1,0.332999992,0.267999992,0.775,1,2,no,5.300000191,no,no,no,White,no,yes
911,1,0.332999992,0.33,0.464285714,1,1,no,3.099999905,no,no,no,White,no,yes
912,1,0.382000008,0.282000008,0.837037037,1,2,no,3.200000048,no,no,no,African-American,no,yes
913,1,0.163999996,0.145,0.324090121,1,1,no,5.300000191,no,no,no,White,no,yes
914,1,0.241000004,0.236000004,0.697674419,1,2,no,2,no,no,yes,White,yes,yes
915,1,0.297000008,0.285,0.618556701,1,2,no,1.799999952,no,no,no,White,yes,yes
916,1,0.322999992,0.297000008,0.615384615,1,2,no,3.200000048,no,no,yes,White,yes,yes
917,1,0.29,0.15,0.774193548,2,1,no,1.799999952,no,no,no,White,no,yes
918,1,0.340999985,0.268999996,0.86875,1,2,no,3.099999905,no,no,no,White,no,yes
919,1,0.414000015,0.402000008,0.767741935,2,1,no,3.200000048,no,no,no,White,yes,yes
920,1,0.266000004,0.188999996,0.894409938,2,2,no,3.099999905,no,no,no,White,no,yes
921,1,0.259400005,0.248600006,0.665116279,4,2,no,3.900000095,no,no,no,White,yes,yes
